Area,Area Id,Variable Name,Variable Id,Year,Value
Cuba,49,Surface water: entering the country (total),4159,1982,0
Cuba,49,Surface water: inflow not submitted to treaties,4160,1982,0
Cuba,49,Surface water: inflow submitted to treaties,4161,1982,0
Cyprus,50,Surface water produced internally,4155,1982,0.56
Cyprus,50,Groundwater produced internally,4154,1982,0.41
Cyprus,50,Overlap between surface water and groundwater,4156,1982,0.19
Cyprus,50,Total internal renewable water resources (IRWR),4157,1982,0.78
Cyprus,50,Total internal renewable water resources per capita,4158,1982,1128
Cyprus,50,Surface water: entering the country (total),4159,1982,0
Cyprus,50,Surface water: inflow not submitted to treaties,4160,1982,0
Cyprus,50,Surface water: inflow submitted to treaties,4161,1982,0
Czechia,167,Surface water: entering the country (total),4159,1982,
Democratic People's Republic of Korea,116,Surface water produced internally,4155,1982,66
Democratic People's Republic of Korea,116,Groundwater produced internally,4154,1982,13
Democratic People's Republic of Korea,116,Overlap between surface water and groundwater,4156,1982,12
Democratic People's Republic of Korea,116,Total internal renewable water resources (IRWR),4157,1982,67
Democratic People's Republic of Korea,116,Total internal renewable water resources per capita,4158,1982,3720
Democratic People's Republic of Korea,116,Surface water: entering the country (total),4159,1982,0
Democratic People's Republic of Korea,116,Surface water: inflow not submitted to treaties,4160,1982,0
Democratic People's Republic of Korea,116,Surface water: inflow submitted to treaties,4161,1982,0
Democratic Republic of the Congo,250,Surface water produced internally,4155,1982,899
Democratic Republic of the Congo,250,Groundwater produced internally,4154,1982,421
Democratic Republic of the Congo,250,Overlap between surface water and groundwater,4156,1982,420
Democratic Republic of the Congo,250,Total internal renewable water resources (IRWR),4157,1982,900
Democratic Republic of the Congo,250,Total internal renewable water resources per capita,4158,1982,32471
Democratic Republic of the Congo,250,Surface water: entering the country (total),4159,1982,383
Democratic Republic of the Congo,250,Surface water: inflow not submitted to treaties,4160,1982,383
Democratic Republic of the Congo,250,Surface water: inflow submitted to treaties,4161,1982,0
Denmark,54,Surface water produced internally,4155,1982,3.7
Denmark,54,Groundwater produced internally,4154,1982,4.3
Denmark,54,Overlap between surface water and groundwater,4156,1982,2
Denmark,54,Total internal renewable water resources (IRWR),4157,1982,6
Denmark,54,Total internal renewable water resources per capita,4158,1982,1171
Denmark,54,Surface water: entering the country (total),4159,1982,0
Denmark,54,Surface water: inflow not submitted to treaties,4160,1982,0
Denmark,54,Surface water: inflow submitted to treaties,4161,1982,0
Djibouti,72,Surface water produced internally,4155,1982,0.3
Djibouti,72,Groundwater produced internally,4154,1982,0.015
Djibouti,72,Overlap between surface water and groundwater,4156,1982,0.015
Djibouti,72,Total internal renewable water resources (IRWR),4157,1982,0.3
Djibouti,72,Total internal renewable water resources per capita,4158,1982,778.6
Djibouti,72,Surface water: entering the country (total),4159,1982,0
Djibouti,72,Surface water: inflow not submitted to treaties,4160,1982,0
Djibouti,72,Surface water: inflow submitted to treaties,4161,1982,0
Dominica,55,Total internal renewable water resources (IRWR),4157,1982,0.2
Dominica,55,Total internal renewable water resources per capita,4158,1982,2661
Dominica,55,Surface water: entering the country (total),4159,1982,0
Dominica,55,Surface water: inflow not submitted to treaties,4160,1982,0
Dominica,55,Surface water: inflow submitted to treaties,4161,1982,0
Dominican Republic,56,Surface water produced internally,4155,1982,23.5
Dominican Republic,56,Groundwater produced internally,4154,1982,4.161
Dominican Republic,56,Overlap between surface water and groundwater,4156,1982,4.161
Dominican Republic,56,Total internal renewable water resources (IRWR),4157,1982,23.5
Dominican Republic,56,Total internal renewable water resources per capita,4158,1982,3866
Dominican Republic,56,Surface water: entering the country (total),4159,1982,0
Dominican Republic,56,Surface water: inflow not submitted to treaties,4160,1982,0
Dominican Republic,56,Surface water: inflow submitted to treaties,4161,1982,0
Ecuador,58,Surface water produced internally,4155,1982,432
Ecuador,58,Groundwater produced internally,4154,1982,134
Ecuador,58,Overlap between surface water and groundwater,4156,1982,123.6
Ecuador,58,Total internal renewable water resources (IRWR),4157,1982,442.4
Ecuador,58,Total internal renewable water resources per capita,4158,1982,52711
Ecuador,58,Surface water: entering the country (total),4159,1982,0
Ecuador,58,Surface water: inflow not submitted to treaties,4160,1982,0
Ecuador,58,Surface water: inflow submitted to treaties,4161,1982,0
Egypt,59,Surface water produced internally,4155,1982,0.5
Egypt,59,Groundwater produced internally,4154,1982,0.5
Egypt,59,Overlap between surface water and groundwater,4156,1982,0
Egypt,59,Total internal renewable water resources (IRWR),4157,1982,1
Egypt,59,Total internal renewable water resources per capita,4158,1982,21.56
Egypt,59,Surface water: entering the country (total),4159,1982,84
Egypt,59,Surface water: inflow not submitted to treaties,4160,1982,0
Egypt,59,Surface water: inflow submitted to treaties,4161,1982,84
El Salvador,60,Surface water produced internally,4155,1982,12.05
El Salvador,60,Groundwater produced internally,4154,1982,6.15
El Salvador,60,Overlap between surface water and groundwater,4156,1982,2.57
El Salvador,60,Total internal renewable water resources (IRWR),4157,1982,15.63
El Salvador,60,Total internal renewable water resources per capita,4158,1982,3307
El Salvador,60,Surface water: entering the country (total),4159,1982,10.64
El Salvador,60,Surface water: inflow not submitted to treaties,4160,1982,10.64
El Salvador,60,Surface water: inflow submitted to treaties,4161,1982,0
Equatorial Guinea,61,Surface water produced internally,4155,1982,25
Equatorial Guinea,61,Groundwater produced internally,4154,1982,10
Equatorial Guinea,61,Overlap between surface water and groundwater,4156,1982,9
Equatorial Guinea,61,Total internal renewable water resources (IRWR),4157,1982,26
Equatorial Guinea,61,Total internal renewable water resources per capita,4158,1982,89470
Equatorial Guinea,61,Surface water: entering the country (total),4159,1982,0
Equatorial Guinea,61,Surface water: inflow not submitted to treaties,4160,1982,0
Equatorial Guinea,61,Surface water: inflow submitted to treaties,4161,1982,0
Eswatini,209,Surface water produced internally,4155,1982,2.64
Eswatini,209,Groundwater produced internally,4154,1982,0.66
Eswatini,209,Overlap between surface water and groundwater,4156,1982,0.66
Eswatini,209,Total internal renewable water resources (IRWR),4157,1982,2.64
Eswatini,209,Total internal renewable water resources per capita,4158,1982,4130
Eswatini,209,Surface water: entering the country (total),4159,1982,1.87
Eswatini,209,Surface water: inflow not submitted to treaties,4160,1982,1.87
Eswatini,209,Surface water: inflow submitted to treaties,4161,1982,0
Faroe Islands,64,Surface water: entering the country (total),4159,1982,0
Faroe Islands,64,Surface water: inflow not submitted to treaties,4160,1982,0
Faroe Islands,64,Surface water: inflow submitted to treaties,4161,1982,0
Fiji,66,Surface water produced internally,4155,1982,28.55
Fiji,66,Groundwater produced internally,4154,1982,5.273
Fiji,66,Overlap between surface water and groundwater,4156,1982,5.273
Fiji,66,Total internal renewable water resources (IRWR),4157,1982,28.55
Fiji,66,Total internal renewable water resources per capita,4158,1982,42727
Fiji,66,Surface water: entering the country (total),4159,1982,0
Fiji,66,Surface water: inflow not submitted to treaties,4160,1982,0
Fiji,66,Surface water: inflow submitted to treaties,4161,1982,0
Finland,67,Surface water produced internally,4155,1982,106.8
Finland,67,Groundwater produced internally,4154,1982,2.2
Finland,67,Overlap between surface water and groundwater,4156,1982,2
Finland,67,Total internal renewable water resources (IRWR),4157,1982,107
Finland,67,Total internal renewable water resources per capita,4158,1982,22130
Finland,67,Surface water: entering the country (total),4159,1982,3
Finland,67,Surface water: inflow not submitted to treaties,4160,1982,3
Finland,67,Surface water: inflow submitted to treaties,4161,1982,0
France,68,Surface water produced internally,4155,1982,198
France,68,Groundwater produced internally,4154,1982,120
France,68,Overlap between surface water and groundwater,4156,1982,118
France,68,Total internal renewable water resources (IRWR),4157,1982,200
France,68,Total internal renewable water resources per capita,4158,1982,3666
France,68,Surface water: entering the country (total),4159,1982,11
France,68,Surface water: inflow not submitted to treaties,4160,1982,11
France,68,Surface water: inflow submitted to treaties,4161,1982,0
Gabon,74,Surface water produced internally,4155,1982,162
Gabon,74,Groundwater produced internally,4154,1982,62
Gabon,74,Overlap between surface water and groundwater,4156,1982,60
Gabon,74,Total internal renewable water resources (IRWR),4157,1982,164
Gabon,74,Total internal renewable water resources per capita,4158,1982,213848
Gabon,74,Surface water: entering the country (total),4159,1982,2
Gabon,74,Surface water: inflow not submitted to treaties,4160,1982,2
Gabon,74,Surface water: inflow submitted to treaties,4161,1982,0
Gambia,75,Surface water produced internally,4155,1982,3
Gambia,75,Groundwater produced internally,4154,1982,0.5
Gambia,75,Overlap between surface water and groundwater,4156,1982,0.5
Gambia,75,Total internal renewable water resources (IRWR),4157,1982,3
Gambia,75,Total internal renewable water resources per capita,4158,1982,4628
Gambia,75,Surface water: entering the country (total),4159,1982,5
Gambia,75,Surface water: inflow not submitted to treaties,4160,1982,5
Gambia,75,Surface water: inflow submitted to treaties,4161,1982,0
Germany,79,Surface water produced internally,4155,1982,106.3
Germany,79,Groundwater produced internally,4154,1982,45.7
Germany,79,Overlap between surface water and groundwater,4156,1982,45
Germany,79,Total internal renewable water resources (IRWR),4157,1982,107
Germany,79,Total internal renewable water resources per capita,4158,1982,1373
Germany,79,Surface water: entering the country (total),4159,1982,47
Germany,79,Surface water: inflow not submitted to treaties,4160,1982,47
Germany,79,Surface water: inflow submitted to treaties,4161,1982,0
Ghana,81,Surface water produced internally,4155,1982,29
Ghana,81,Groundwater produced internally,4154,1982,26.3
Ghana,81,Overlap between surface water and groundwater,4156,1982,25
Ghana,81,Total internal renewable water resources (IRWR),4157,1982,30.3
Ghana,81,Total internal renewable water resources per capita,4158,1982,2638
Ghana,81,Surface water: entering the country (total),4159,1982,25.9
Ghana,81,Surface water: inflow not submitted to treaties,4160,1982,25.9
Ghana,81,Surface water: inflow submitted to treaties,4161,1982,0
Greece,84,Surface water produced internally,4155,1982,55.5
Greece,84,Groundwater produced internally,4154,1982,10.3
Greece,84,Overlap between surface water and groundwater,4156,1982,7.8
Greece,84,Total internal renewable water resources (IRWR),4157,1982,58
Greece,84,Total internal renewable water resources per capita,4158,1982,5916
Greece,84,Surface water: entering the country (total),4159,1982,7.6
Greece,84,Surface water: inflow not submitted to treaties,4160,1982,7.6
Greece,84,Surface water: inflow submitted to treaties,4161,1982,0
Grenada,86,Total internal renewable water resources (IRWR),4157,1982,0.2
Grenada,86,Total internal renewable water resources per capita,4158,1982,2148
Grenada,86,Surface water: entering the country (total),4159,1982,0
Grenada,86,Surface water: inflow not submitted to treaties,4160,1982,0
Grenada,86,Surface water: inflow submitted to treaties,4161,1982,0
Guatemala,89,Surface water produced internally,4155,1982,100.7
Guatemala,89,Groundwater produced internally,4154,1982,33.7
Guatemala,89,Overlap between surface water and groundwater,4156,1982,25.2
Guatemala,89,Total internal renewable water resources (IRWR),4157,1982,109.2
Guatemala,89,Total internal renewable water resources per capita,4158,1982,14265
Guatemala,89,Surface water: entering the country (total),4159,1982,18.71
Guatemala,89,Surface water: inflow not submitted to treaties,4160,1982,18.71
