Area,Area Id,Variable Name,Variable Id,Year,Value
Democratic People's Republic of Korea,116,Total agricultural water managed area,4317,1980,1120
Democratic People's Republic of Korea,116,% of agricultural water managed area equipped for irrigation,4319,1980,100
Democratic Republic of the Congo,250,Irrigation potential,4307,1982,7000
Djibouti,72,Irrigation potential,4307,1982,2.4
Djibouti,72,Area equipped for full control irrigation: actually irrigated,4461,1982,0.11
Djibouti,72,Area equipped for irrigation: actually irrigated,4318,1982,0.11
Dominican Republic,56,Irrigation potential,4307,1982,710
Ecuador,58,Irrigation potential,4307,1982,3136
Egypt,59,Irrigation potential,4307,1982,4420
El Salvador,60,Irrigation potential,4307,1982,200
Equatorial Guinea,61,Irrigation potential,4307,1982,30
Eswatini,209,Irrigation potential,4307,1982,93.22
France,68,Area equipped for full control irrigation: localized irrigation,4310,1981,22
Gabon,74,Irrigation potential,4307,1982,440
Gambia,75,Irrigation potential,4307,1982,80
Germany,79,Area equipped for full control irrigation: localized irrigation,4310,1981,0.845
Ghana,81,Irrigation potential,4307,1982,1900
Grenada,86,Irrigation potential,4307,1982,0.894
Guatemala,89,Irrigation potential,4307,1982,2620
Guinea,90,Irrigation potential,4307,1982,520
Guinea-Bissau,175,Irrigation potential,4307,1982,281.3
Haiti,93,Irrigation potential,4307,1982,143
Honduras,95,Irrigation potential,4307,1982,500
Hungary,97,Area equipped for full control irrigation: localized irrigation,4310,1981,2.5
India,100,Irrigation potential,4307,1982,139500
India,100,Area equipped for full control irrigation: localized irrigation,4310,1981,0.02
India,100,Area equipped for full control irrigation: total,4311,1982,42371
India,100,Area equipped for full control irrigation: actually irrigated,4461,1982,40500
India,100,% of area equipped for full control irrigation actually irrigated,4463,1982,95.58
India,100,Area equipped for irrigation: total,4313,1982,42371
India,100,Area equipped for irrigation: actually irrigated,4318,1982,40500
India,100,% of the area equipped for irrigation actually irrigated,4328,1982,95.58
India,100,% of the cultivated area equipped for irrigation,4331,1982,25.11
India,100,% of irrigation potential equipped for irrigation,4330,1982,30.37
India,100,Total agricultural water managed area,4317,1982,42371
India,100,% of agricultural water managed area equipped for irrigation,4319,1982,100
Indonesia,101,Irrigation potential,4307,1982,10886
Indonesia,101,Area equipped for full control irrigation: surface irrigation,4308,1980,4107
Indonesia,101,Area equipped for full control irrigation: total,4311,1980,4107
Indonesia,101,Area equipped for irrigation: total,4313,1980,4107
Indonesia,101,% of the cultivated area equipped for irrigation,4331,1980,15.8
Indonesia,101,% of irrigation potential equipped for irrigation,4330,1980,37.73
Indonesia,101,Total agricultural water managed area,4317,1980,4107
Indonesia,101,% of agricultural water managed area equipped for irrigation,4319,1980,100
Iran (Islamic Republic of),102,Irrigation potential,4307,1982,15000
Iran (Islamic Republic of),102,Area equipped for full control irrigation: localized irrigation,4310,1980,0.8
Iraq,103,Irrigation potential,4307,1982,5554
Israel,105,Area equipped for full control irrigation: localized irrigation,4310,1981,81.7
Italy,106,Area equipped for full control irrigation: localized irrigation,4310,1981,10.3
Jamaica,109,Irrigation potential,4307,1982,188
Jordan,112,Irrigation potential,4307,1982,85
Jordan,112,Area equipped for full control irrigation: localized irrigation,4310,1980,1.02
Kenya,114,Irrigation potential,4307,1982,353
Kuwait,118,Irrigation potential,4307,1982,25
Lao People's Democratic Republic,120,Irrigation potential,4307,1982,600
Lebanon,121,Irrigation potential,4307,1982,177.5
Lesotho,122,Irrigation potential,4307,1982,12.5
Liberia,123,Irrigation potential,4307,1982,600
Libya,124,Irrigation potential,4307,1982,40
Madagascar,129,Irrigation potential,4307,1982,1517
Malawi,130,Irrigation potential,4307,1982,161.9
Malaysia,131,Irrigation potential,4307,1982,413.7
Malaysia,131,Area equipped for full control irrigation: total,4311,1979,317.1
Malaysia,131,Area equipped for irrigation: total,4313,1979,317.1
Malaysia,131,% of the cultivated area equipped for irrigation,4331,1979,6.545
Malaysia,131,% of irrigation potential equipped for irrigation,4330,1979,76.65
Malaysia,131,Total agricultural water managed area,4317,1979,317.1
Malaysia,131,% of agricultural water managed area equipped for irrigation,4319,1979,100
Mali,133,Irrigation potential,4307,1982,566
Mauritania,136,Irrigation potential,4307,1982,250
Mauritius,137,Irrigation potential,4307,1982,33
Mexico,138,Irrigation potential,4307,1982,9766
Mexico,138,Area equipped for full control irrigation: localized irrigation,4310,1981,2
Mongolia,141,Irrigation potential,4307,1982,518
Morocco,143,Irrigation potential,4307,1982,1664
Morocco,143,Area equipped for full control irrigation: localized irrigation,4310,1980,3.6
Mozambique,144,Irrigation potential,4307,1982,3072
Myanmar,28,Irrigation potential,4307,1982,10500
Myanmar,28,Area equipped for full control irrigation: total,4311,1982,1040
Myanmar,28,Area equipped for irrigation: total,4313,1982,1040
Myanmar,28,Area equipped for irrigation: actually irrigated,4318,1980,1006
Myanmar,28,% of the area equipped for irrigation actually irrigated,4328,1982,96.73
Myanmar,28,% of the cultivated area equipped for irrigation,4331,1982,10.32
Myanmar,28,% of irrigation potential equipped for irrigation,4330,1982,9.905
Myanmar,28,Total agricultural water managed area,4317,1982,1040
Myanmar,28,% of agricultural water managed area equipped for irrigation,4319,1982,100
Namibia,147,Irrigation potential,4307,1982,47.3
Nepal,149,Irrigation potential,4307,1982,2178
Nepal,149,Area equipped for full control irrigation: total,4311,1982,583.9
Nepal,149,Area equipped for irrigation: total,4313,1982,583.9
Nepal,149,% of the cultivated area equipped for irrigation,4331,1982,25.16
Nepal,149,% of irrigation potential equipped for irrigation,4330,1982,26.81
Nepal,149,Total agricultural water managed area,4317,1982,583.9
Nepal,149,% of agricultural water managed area equipped for irrigation,4319,1982,100
New Zealand,156,Area equipped for full control irrigation: localized irrigation,4310,1981,1
Nicaragua,157,Irrigation potential,4307,1982,365.1
Niger,158,Irrigation potential,4307,1982,270
Nigeria,159,Irrigation potential,4307,1982,2331
Oman,221,Area equipped for full control irrigation: total,4311,1980,41.02
Oman,221,Area equipped for irrigation: total,4313,1980,41.02
Oman,221,% of the cultivated area equipped for irrigation,4331,1980,80.43
Oman,221,Total agricultural water managed area,4317,1980,41.02
Oman,221,% of agricultural water managed area equipped for irrigation,4319,1980,100
Pakistan,165,Irrigation potential,4307,1982,21300
Pakistan,165,Total agricultural water managed area,4317,1980,14900
Panama,166,Irrigation potential,4307,1982,187
Papua New Guinea,168,Irrigation potential,4307,1982,36
Peru,170,Irrigation potential,4307,1982,6411
Philippines,171,Irrigation potential,4307,1982,3126
Philippines,171,Area equipped for full control irrigation: total,4311,1982,1301
Philippines,171,Area equipped for irrigation: total,4313,1982,1301
Philippines,171,% of the cultivated area equipped for irrigation,4331,1982,13.5
Philippines,171,% of irrigation potential equipped for irrigation,4330,1982,41.62
Philippines,171,Total agricultural water managed area,4317,1982,1301
Philippines,171,% of agricultural water managed area equipped for irrigation,4319,1982,100
Poland,173,Area equipped for full control irrigation: total,4311,1980,339.5
Poland,173,Area equipped for irrigation: total,4313,1980,339.5
Poland,173,% of the cultivated area equipped for irrigation,4331,1980,2.291
Poland,173,Total agricultural water managed area,4317,1980,339.5
Poland,173,% of agricultural water managed area equipped for irrigation,4319,1980,100
Republic of Korea,117,Irrigation potential,4307,1982,2180
Romania,183,Irrigation potential,4307,1982,5500
Romania,183,Area equipped for full control irrigation: total,4311,1980,2301
Romania,183,Area equipped for irrigation: total,4313,1980,2301
Romania,183,% of the cultivated area equipped for irrigation,4331,1980,21.86
Romania,183,% of irrigation potential equipped for irrigation,4330,1980,41.84
Romania,183,Total agricultural water managed area,4317,1980,2301
Romania,183,% of agricultural water managed area equipped for irrigation,4319,1980,100
Rwanda,184,Irrigation potential,4307,1982,165
Saint Kitts and Nevis,188,Irrigation potential,4307,1982,0.2
Sao Tome and Principe,193,Irrigation potential,4307,1982,10.7
Senegal,195,Irrigation potential,4307,1982,409
Senegal,195,Area equipped for full control irrigation: localized irrigation,4310,1980,0.4
Seychelles,196,Irrigation potential,4307,1982,1
Sierra Leone,197,Irrigation potential,4307,1982,807
Sierra Leone,197,Total agricultural water managed area,4317,1980,55
Somalia,201,Irrigation potential,4307,1982,240
South Africa,202,Area equipped for full control irrigation: localized irrigation,4310,1980,44
Sri Lanka,38,Irrigation potential,4307,1982,570
Sri Lanka,38,Area equipped for full control irrigation: surface irrigation,4308,1980,457.2
Sri Lanka,38,Area equipped for full control irrigation: total,4311,1980,457.2
Sri Lanka,38,Area equipped for irrigation: total,4313,1980,457.2
Sri Lanka,38,% of the cultivated area equipped for irrigation,4331,1980,24.62
Sri Lanka,38,% of irrigation potential equipped for irrigation,4330,1980,80.21
Sri Lanka,38,Total agricultural water managed area,4317,1980,457.2
Sri Lanka,38,% of agricultural water managed area equipped for irrigation,4319,1980,100
Thailand,216,Irrigation potential,4307,1982,12245
Togo,217,Irrigation potential,4307,1982,180
Togo,217,Area equipped for full control irrigation: total,4311,1980,0.924
Togo,217,Area equipped for irrigation: total,4313,1980,0.924
Togo,217,% of the cultivated area equipped for irrigation,4331,1980,0.0454
Togo,217,% of irrigation potential equipped for irrigation,4330,1980,0.5133
Togo,217,Total agricultural water managed area,4317,1980,0.924
Togo,217,% of agricultural water managed area equipped for irrigation,4319,1980,100
Trinidad and Tobago,220,Irrigation potential,4307,1982,30
Trinidad and Tobago,220,Area equipped for full control irrigation: surface irrigation,4308,1982,2.887
Trinidad and Tobago,220,Area equipped for full control irrigation: sprinkler irrigation,4309,1982,0.707
Trinidad and Tobago,220,Area equipped for full control irrigation: localized irrigation,4310,1982,0.118
Trinidad and Tobago,220,Area equipped for full control irrigation: total,4311,1982,3.712
Trinidad and Tobago,220,Area equipped for irrigation: total,4313,1982,3.712
Trinidad and Tobago,220,% of the area equipped for irrigation actually irrigated,4328,1981,84
Trinidad and Tobago,220,% of the cultivated area equipped for irrigation,4331,1982,4.527
Trinidad and Tobago,220,% of irrigation potential equipped for irrigation,4330,1982,12.37
Trinidad and Tobago,220,Total agricultural water managed area,4317,1982,3.712
Trinidad and Tobago,220,% of agricultural water managed area equipped for irrigation,4319,1982,100
Tunisia,222,Irrigation potential,4307,1982,560
Tunisia,222,Area equipped for full control irrigation: localized irrigation,4310,1980,0.025
Turkey,223,Irrigation potential,4307,1982,8500
Uganda,226,Irrigation potential,4307,1982,90
United Kingdom,229,Area equipped for full control irrigation: localized irrigation,4310,1981,3.15
United Republic of Tanzania,215,Irrigation potential,4307,1982,2132
United States of America,231,Area equipped for full control irrigation: total,4311,1982,26888
United States of America,231,Area equipped for irrigation: total,4313,1982,26888
United States of America,231,% of the cultivated area equipped for irrigation,4331,1982,14.17
United States of America,231,Total agricultural water managed area,4317,1982,26888
United States of America,231,% of agricultural water managed area equipped for irrigation,4319,1982,100
Uruguay,234,Irrigation potential,4307,1982,1760
Venezuela (Bolivarian Republic of),236,Irrigation potential,4307,1982,2000
Viet Nam,237,Irrigation potential,4307,1982,9400
Zambia,251,Irrigation potential,4307,1982,523
Zimbabwe,181,Irrigation potential,4307,1982,365.6
Algeria,4,Irrigation potential,4307,1987,1300
Algeria,4,Area equipped for irrigation: spate irrigation,4316,1984,110
Angola,7,Irrigation potential,4307,1987,3700
Argentina,9,Irrigation potential,4307,1987,16000
Australia,10,Area equipped for full control irrigation: localized irrigation,4310,1986,58.76
Austria,11,Area equipped for full control irrigation: localized irrigation,4310,1986,0.22
Bahrain,13,Irrigation potential,4307,1987,4.23
Bangladesh,16,Irrigation potential,4307,1987,6933
Bangladesh,16,Area equipped for full control irrigation: total,4311,1987,2199
Bangladesh,16,Area equipped for irrigation: total,4313,1987,2199
Bangladesh,16,% of the cultivated area equipped for irrigation,4331,1987,23.11
Bangladesh,16,% of irrigation potential equipped for irrigation,4330,1987,31.72
Bangladesh,16,Total agricultural water managed area,4317,1987,2199
Bangladesh,16,% of agricultural water managed area equipped for irrigation,4319,1987,100
Benin,53,Irrigation potential,4307,1987,322
Benin,53,Area equipped for full control irrigation: total,4311,1985,9.673
Benin,53,Area equipped for irrigation: total,4313,1985,9.673
Benin,53,% of the cultivated area equipped for irrigation,4331,1985,0.569
Benin,53,% of irrigation potential equipped for irrigation,4330,1985,3.004
Benin,53,Total agricultural water managed area,4317,1985,9.673
Benin,53,% of agricultural water managed area equipped for irrigation,4319,1985,100
Bolivia (Plurinational State of),19,Irrigation potential,4307,1987,4500
Botswana,20,Irrigation potential,4307,1987,13
Brazil,21,Irrigation potential,4307,1987,29350
Brazil,21,Area equipped for full control irrigation: localized irrigation,4310,1986,20.15
Burkina Faso,233,Irrigation potential,4307,1987,165
Burundi,29,Irrigation potential,4307,1987,215
Burundi,29,Area equipped for full control irrigation: total,4311,1985,14.4
Burundi,29,Area equipped for irrigation: total,4313,1985,14.4
Burundi,29,% of the cultivated area equipped for irrigation,4331,1985,1.125
Burundi,29,% of irrigation potential equipped for irrigation,4330,1985,6.698
Burundi,29,Flood recession cropping area non-equipped,4314,1985,0
Burundi,29,Cultivated wetlands and inland valley bottoms non-equipped,4315,1985,60
Burundi,29,Total agricultural water managed area,4317,1985,74.4
Burundi,29,% of agricultural water managed area equipped for irrigation,4319,1985,19.35
Cameroon,32,Irrigation potential,4307,1987,290
Cameroon,32,Area equipped for full control irrigation: total,4311,1987,20.97
Cameroon,32,Area equipped for irrigation: total,4313,1987,20.97
Cameroon,32,% of the cultivated area equipped for irrigation,4331,1987,0.2908
Cameroon,32,% of irrigation potential equipped for irrigation,4330,1987,7.231
Cameroon,32,Total agricultural water managed area,4317,1987,20.97
Cameroon,32,% of agricultural water managed area equipped for irrigation,4319,1987,100
Canada,33,Area equipped for full control irrigation: localized irrigation,4310,1986,9.19
Central African Republic,37,Irrigation potential,4307,1987,1900
Central African Republic,37,Area equipped for full control irrigation: total,4311,1987,0.135
Central African Republic,37,Area equipped for full control irrigation: actually irrigated,4461,1987,0.069
Central African Republic,37,% of area equipped for full control irrigation actually irrigated,4463,1987,51.11
Central African Republic,37,Area equipped for irrigation: total,4313,1987,0.135
Central African Republic,37,Area equipped for irrigation: actually irrigated,4318,1987,0.069
Central African Republic,37,% of the area equipped for irrigation actually irrigated,4328,1987,51.11
Central African Republic,37,% of the cultivated area equipped for irrigation,4331,1987,0.0067
Central African Republic,37,% of irrigation potential equipped for irrigation,4330,1987,0.0071
Central African Republic,37,Cultivated wetlands and inland valley bottoms non-equipped,4315,1987,0.5
Central African Republic,37,Total agricultural water managed area,4317,1987,0.635
Central African Republic,37,% of agricultural water managed area equipped for irrigation,4319,1987,21.26
Chad,39,Irrigation potential,4307,1987,335
Chile,40,Irrigation potential,4307,1987,2500
China,351,Irrigation potential,4307,1987,70000
China,351,Area equipped for full control irrigation: surface irrigation,4308,1983,48860
China,351,Area equipped for full control irrigation: sprinkler irrigation,4309,1983,543
China,351,Area equipped for full control irrigation: total,4311,1985,49411
China,351,Area equipped for full control irrigation: actually irrigated,4461,1983,40157
China,351,% of area equipped for full control irrigation actually irrigated,4463,1985,81.27
China,351,Area equipped for irrigation: total,4313,1985,49411
China,351,Area equipped for irrigation: actually irrigated,4318,1983,40157
China,351,% of the area equipped for irrigation actually irrigated,4328,1985,81.27
China,351,% of the cultivated area equipped for irrigation,4331,1985,38.57
China,351,% of irrigation potential equipped for irrigation,4330,1985,70.59
China,351,Total agricultural water managed area,4317,1985,49411
China,351,% of agricultural water managed area equipped for irrigation,4319,1985,100
Colombia,44,Irrigation potential,4307,1987,7600
Comoros,45,Irrigation potential,4307,1987,0.3
Comoros,45,Area equipped for full control irrigation: total,4311,1987,0.13
Comoros,45,Area equipped for full control irrigation: actually irrigated,4461,1987,0.085
Comoros,45,% of area equipped for full control irrigation actually irrigated,4463,1987,65.38
Comoros,45,Area equipped for irrigation: total,4313,1987,0.13
Comoros,45,Area equipped for irrigation: actually irrigated,4318,1987,0.085
Comoros,45,% of the area equipped for irrigation actually irrigated,4328,1987,65.38
Comoros,45,% of the cultivated area equipped for irrigation,4331,1987,0.1327
Comoros,45,% of irrigation potential equipped for irrigation,4330,1987,43.33
Comoros,45,Total agricultural water managed area,4317,1987,0.13
Comoros,45,% of agricultural water managed area equipped for irrigation,4319,1987,100
Congo,46,Irrigation potential,4307,1987,340
Costa Rica,48,Irrigation potential,4307,1987,430
Côte d'Ivoire,107,Irrigation potential,4307,1987,475
Cuba,49,Irrigation potential,4307,1987,2700
Cuba,49,Area equipped for full control irrigation: total,4311,1983,847.3
Cuba,49,Area equipped for irrigation: total,4313,1983,847.3
Cuba,49,% of the cultivated area equipped for irrigation,4331,1983,22.72
Cuba,49,% of irrigation potential equipped for irrigation,4330,1983,31.38
Cuba,49,Total agricultural water managed area,4317,1983,847.3
Cuba,49,% of agricultural water managed area equipped for irrigation,4319,1983,100
Cyprus,50,Area equipped for full control irrigation: surface irrigation,4308,1985,3.093
Cyprus,50,Area equipped for full control irrigation: sprinkler irrigation,4309,1985,3.093
Cyprus,50,Area equipped for full control irrigation: localized irrigation,4310,1985,24.74
Cyprus,50,Area equipped for full control irrigation: total,4311,1985,30.93
Cyprus,50,Area equipped for irrigation: total,4313,1985,30.93
Cyprus,50,% of the cultivated area equipped for irrigation,4331,1985,19.65
Cyprus,50,Total agricultural water managed area,4317,1985,30.93
Cyprus,50,% of agricultural water managed area equipped for irrigation,4319,1985,100
Democratic People's Republic of Korea,116,Area equipped for full control irrigation: total,4311,1985,1270
Democratic People's Republic of Korea,116,Area equipped for irrigation: total,4313,1985,1270
Democratic People's Republic of Korea,116,% of the cultivated area equipped for irrigation,4331,1985,51.52
Democratic People's Republic of Korea,116,Total agricultural water managed area,4317,1985,1270
Democratic People's Republic of Korea,116,% of agricultural water managed area equipped for irrigation,4319,1985,100
Democratic Republic of the Congo,250,Irrigation potential,4307,1987,7000
Djibouti,72,Irrigation potential,4307,1987,2.4
Djibouti,72,Area equipped for full control irrigation: actually irrigated,4461,1986,0.555
Djibouti,72,Area equipped for irrigation: actually irrigated,4318,1986,0.555
Dominican Republic,56,Irrigation potential,4307,1987,710
Ecuador,58,Irrigation potential,4307,1987,3136
Ecuador,58,Area equipped for full control irrigation: localized irrigation,4310,1986,0.02
Egypt,59,Irrigation potential,4307,1987,4420
Egypt,59,Area equipped for full control irrigation: localized irrigation,4310,1985,68.45
El Salvador,60,Irrigation potential,4307,1987,200
Equatorial Guinea,61,Irrigation potential,4307,1987,30
Eswatini,209,Irrigation potential,4307,1987,93.22
France,68,Area equipped for full control irrigation: localized irrigation,4310,1986,50.95
Gabon,74,Irrigation potential,4307,1987,440
Gabon,74,Area equipped for full control irrigation: total,4311,1987,3.15
Gabon,74,Area equipped for full control irrigation: actually irrigated,4461,1987,3.15
Gabon,74,% of area equipped for full control irrigation actually irrigated,4463,1987,100
Gabon,74,Area equipped for irrigation: equipped lowland areas,4312,1987,1.3
Gabon,74,Area equipped for irrigation: total,4313,1987,4.45
Gabon,74,% of the cultivated area equipped for irrigation,4331,1987,0.9845
Gabon,74,% of irrigation potential equipped for irrigation,4330,1987,1.011
Gabon,74,Total agricultural water managed area,4317,1987,4.45
Gabon,74,% of agricultural water managed area equipped for irrigation,4319,1987,100
Gambia,75,Irrigation potential,4307,1987,80
Ghana,81,Irrigation potential,4307,1987,1900
Grenada,86,Irrigation potential,4307,1987,0.894
Guatemala,89,Irrigation potential,4307,1987,2620
Guinea,90,Irrigation potential,4307,1987,520
Guinea-Bissau,175,Irrigation potential,4307,1987,281.3
Haiti,93,Irrigation potential,4307,1987,143
Honduras,95,Irrigation potential,4307,1987,500
Hungary,97,Area equipped for full control irrigation: localized irrigation,4310,1986,2.45
India,100,Irrigation potential,4307,1987,139500
India,100,Area equipped for full control irrigation: localized irrigation,4310,1985,1
India,100,Area equipped for full control irrigation: total,4311,1987,46605
India,100,Area equipped for full control irrigation: actually irrigated,4461,1987,42570
India,100,% of area equipped for full control irrigation actually irrigated,4463,1987,91.34
India,100,Area equipped for irrigation: total,4313,1987,46605
India,100,Area equipped for irrigation: actually irrigated,4318,1987,42570
India,100,% of the area equipped for irrigation actually irrigated,4328,1987,91.34
India,100,% of the cultivated area equipped for irrigation,4331,1987,27.46
India,100,% of irrigation potential equipped for irrigation,4330,1987,33.41
India,100,Total agricultural water managed area,4317,1987,46605
India,100,% of agricultural water managed area equipped for irrigation,4319,1987,100
Indonesia,101,Irrigation potential,4307,1987,10886
Indonesia,101,Area equipped for full control irrigation: total,4311,1987,4106
Indonesia,101,Area equipped for irrigation: total,4313,1987,4106
Indonesia,101,% of the cultivated area equipped for irrigation,4331,1987,13.4
Indonesia,101,% of irrigation potential equipped for irrigation,4330,1987,37.72
Indonesia,101,Total agricultural water managed area,4317,1987,4106
Indonesia,101,% of agricultural water managed area equipped for irrigation,4319,1987,100
Iran (Islamic Republic of),102,Irrigation potential,4307,1987,15000
Iraq,103,Irrigation potential,4307,1987,5554
Israel,105,Area equipped for full control irrigation: localized irrigation,4310,1986,126.8
Italy,106,Area equipped for full control irrigation: localized irrigation,4310,1986,21.7
Jamaica,109,Irrigation potential,4307,1987,188
Japan,110,Area equipped for full control irrigation: localized irrigation,4310,1986,1.4
Jordan,112,Irrigation potential,4307,1987,85
Jordan,112,Area equipped for full control irrigation: localized irrigation,4310,1985,12
Kenya,114,Irrigation potential,4307,1987,353
Kuwait,118,Irrigation potential,4307,1987,25
Lao People's Democratic Republic,120,Irrigation potential,4307,1987,600
Lebanon,121,Irrigation potential,4307,1987,177.5
Lesotho,122,Irrigation potential,4307,1987,12.5
Liberia,123,Irrigation potential,4307,1987,600
Liberia,123,Area equipped for full control irrigation: total,4311,1987,0.1
Liberia,123,Area equipped for full control irrigation: actually irrigated,4461,1987,0.1
Liberia,123,% of area equipped for full control irrigation actually irrigated,4463,1987,100
Liberia,123,Area equipped for irrigation: equipped lowland areas,4312,1987,2
Liberia,123,Area equipped for irrigation: total,4313,1987,2.1
Liberia,123,% of the cultivated area equipped for irrigation,4331,1987,0.3483
Liberia,123,% of irrigation potential equipped for irrigation,4330,1987,0.35
Liberia,123,Cultivated wetlands and inland valley bottoms non-equipped,4315,1987,18
Liberia,123,Total agricultural water managed area,4317,1987,20.1
Liberia,123,% of agricultural water managed area equipped for irrigation,4319,1987,10.45
Libya,124,Irrigation potential,4307,1987,40
Madagascar,129,Irrigation potential,4307,1987,1517
Malawi,130,Irrigation potential,4307,1987,161.9
Malawi,130,Area equipped for full control irrigation: localized irrigation,4310,1985,0.389
Malaysia,131,Irrigation potential,4307,1987,413.7
Malaysia,131,Area equipped for full control irrigation: surface irrigation,4308,1987,344.3
Malaysia,131,Area equipped for full control irrigation: total,4311,1987,344.3
Malaysia,131,Area equipped for irrigation: total,4313,1987,344.3
Malaysia,131,% of the cultivated area equipped for irrigation,4331,1987,5.935
Malaysia,131,% of irrigation potential equipped for irrigation,4330,1987,83.22
Malaysia,131,Total agricultural water managed area,4317,1987,344.3
Malaysia,131,% of agricultural water managed area equipped for irrigation,4319,1987,100
Mali,133,Irrigation potential,4307,1987,566
Mauritania,136,Irrigation potential,4307,1987,250
Mauritius,137,Irrigation potential,4307,1987,33
Mauritius,137,Area equipped for full control irrigation: total,4311,1985,16.72
Mauritius,137,Area equipped for irrigation: total,4313,1985,16.72
Mauritius,137,% of the cultivated area equipped for irrigation,4331,1985,15.63
Mauritius,137,% of irrigation potential equipped for irrigation,4330,1985,50.67
Mauritius,137,Total agricultural water managed area,4317,1985,16.72
Mauritius,137,% of agricultural water managed area equipped for irrigation,4319,1985,100
Mexico,138,Irrigation potential,4307,1987,9766
Mexico,138,Area equipped for full control irrigation: localized irrigation,4310,1986,12.68
Mongolia,141,Irrigation potential,4307,1987,518
Morocco,143,Irrigation potential,4307,1987,1664
Morocco,143,Area equipped for full control irrigation: sprinkler irrigation,4309,1985,87.1
Morocco,143,Total agricultural water managed area,4317,1985,903.3
Mozambique,144,Irrigation potential,4307,1987,3072
Mozambique,144,Area equipped for full control irrigation: total,4311,1987,120
Mozambique,144,Area equipped for full control irrigation: actually irrigated,4461,1987,42
Mozambique,144,% of area equipped for full control irrigation actually irrigated,4463,1987,35
Mozambique,144,Area equipped for irrigation: total,4313,1987,120
Mozambique,144,Area equipped for irrigation: actually irrigated,4318,1987,42
Mozambique,144,% of the area equipped for irrigation actually irrigated,4328,1987,35
