Area,Area Id,Variable Name,Variable Id,Year,Value
Malawi,130,Environmental Flow Requirements,4549,1982,9.529
Malaysia,131,Environmental Flow Requirements,4549,1982,385
Mali,133,Environmental Flow Requirements,4549,1982,55.2
Malta,134,Total water withdrawal,4253,1980,0.02
Malta,134,Total water withdrawal per capita,4257,1980,58.94
Mauritania,136,Agricultural water withdrawal,4250,1980,0.613
Mauritania,136,Industrial water withdrawal,4252,1980,0.029
Mauritania,136,Municipal water withdrawal,4251,1980,0.088
Mauritania,136,Total water withdrawal,4253,1980,0.73
Mauritania,136,Agricultural water withdrawal as % of total water withdrawal,4254,1980,83.97
Mauritania,136,Industrial water withdrawal as % of total water withdrawal,4256,1980,3.973
Mauritania,136,Municipal water withdrawal as % of total withdrawal,4255,1980,12.05
Mauritania,136,Total water withdrawal per capita,4257,1980,449.2
Mauritania,136,Environmental Flow Requirements,4549,1982,1.222
Mexico,138,Total water withdrawal,4253,1980,56
Mexico,138,Total water withdrawal per capita,4257,1980,771.3
Mexico,138,Environmental Flow Requirements,4549,1982,195.3
Mongolia,141,Environmental Flow Requirements,4549,1982,21.18
Morocco,143,Total water withdrawal,4253,1980,10.05
Morocco,143,Total water withdrawal per capita,4257,1980,478.2
Morocco,143,Environmental Flow Requirements,4549,1982,8.167
Mozambique,144,Environmental Flow Requirements,4549,1982,133
Myanmar,28,Environmental Flow Requirements,4549,1982,595
Namibia,147,Environmental Flow Requirements,4549,1982,7.19
Nepal,149,Environmental Flow Requirements,4549,1982,95.94
Netherlands,150,Total water withdrawal,4253,1980,9.198
Netherlands,150,Total water withdrawal per capita,4257,1980,643.4
Netherlands,150,Environmental Flow Requirements,4549,1982,38.33
New Zealand,156,Total water withdrawal,4253,1980,1.2
New Zealand,156,Total water withdrawal per capita,4257,1980,376.3
New Zealand,156,Environmental Flow Requirements,4549,1982,204.3
Nicaragua,157,Environmental Flow Requirements,4549,1982,107.2
Niger,158,Environmental Flow Requirements,4549,1982,10.61
Nigeria,159,Environmental Flow Requirements,4549,1982,157.2
Norway,162,Total water withdrawal,4253,1980,2
Norway,162,Total water withdrawal per capita,4257,1980,486.4
Norway,162,Environmental Flow Requirements,4549,1982,261.5
Occupied Palestinian Territory,299,Environmental Flow Requirements,4549,1982,0.1359
Pakistan,165,Environmental Flow Requirements,4549,1982,83.79
Panama,166,Environmental Flow Requirements,4549,1982,4.864
Papua New Guinea,168,Environmental Flow Requirements,4549,1982,504.5
Paraguay,169,Environmental Flow Requirements,4549,1982,256.3
Peru,170,Environmental Flow Requirements,4549,1982,1343
Philippines,171,Environmental Flow Requirements,4549,1982,151.9
Poland,173,Agricultural water withdrawal,4250,1980,1.323
Poland,173,Total water withdrawal,4253,1980,15.13
Poland,173,Irrigation water withdrawal,4475,1980,0.2906
Poland,173,Agricultural water withdrawal as % of total water withdrawal,4254,1980,8.744
Poland,173,Total water withdrawal per capita,4257,1980,417.8
Poland,173,Environmental Flow Requirements,4549,1982,31.61
Portugal,174,Environmental Flow Requirements,4549,1982,27.63
Puerto Rico,177,Environmental Flow Requirements,4549,1982,2.621
Republic of Korea,117,Environmental Flow Requirements,4549,1982,35.44
Romania,183,Agricultural water withdrawal,4250,1980,6.79
Romania,183,Industrial water withdrawal,4252,1980,9.81
Romania,183,Municipal water withdrawal,4251,1980,2.2
Romania,183,Total water withdrawal,4253,1980,18.8
Romania,183,Agricultural water withdrawal as % of total water withdrawal,4254,1980,36.12
Romania,183,Industrial water withdrawal as % of total water withdrawal,4256,1980,52.18
Romania,183,Municipal water withdrawal as % of total withdrawal,4255,1980,11.7
Romania,183,Total water withdrawal per capita,4257,1980,823
Romania,183,Environmental Flow Requirements,4549,1982,105.2
Rwanda,184,Environmental Flow Requirements,4549,1982,10.28
Senegal,195,Environmental Flow Requirements,4549,1982,20.16
Sierra Leone,197,Environmental Flow Requirements,4549,1982,117.2
Somalia,201,Environmental Flow Requirements,4549,1982,1.254
South Africa,202,Environmental Flow Requirements,4549,1982,20.12
Spain,203,Total water withdrawal,4253,1980,39.92
Spain,203,Total water withdrawal per capita,4257,1980,1042
Spain,203,Environmental Flow Requirements,4549,1982,38.15
Sri Lanka,38,Environmental Flow Requirements,4549,1982,38.54
Sudan,276,Environmental Flow Requirements,4549,1982,
Suriname,207,Environmental Flow Requirements,4549,1982,83.41
Sweden,210,Agricultural water withdrawal,4250,1980,0.14
Sweden,210,Industrial water withdrawal,4252,1980,2.96
Sweden,210,Municipal water withdrawal,4251,1980,1.006
Sweden,210,Total water withdrawal,4253,1980,4.106
Sweden,210,Irrigation water withdrawal,4475,1980,0.064
Sweden,210,Agricultural water withdrawal as % of total water withdrawal,4254,1980,3.41
Sweden,210,Industrial water withdrawal as % of total water withdrawal,4256,1980,72.09
Sweden,210,Municipal water withdrawal as % of total withdrawal,4255,1980,24.5
Sweden,210,Total water withdrawal per capita,4257,1980,493
Sweden,210,Environmental Flow Requirements,4549,1982,104.7
Switzerland,211,Municipal water withdrawal,4251,1980,1.103
Switzerland,211,Total water withdrawal,4253,1980,2.589
Switzerland,211,Municipal water withdrawal as % of total withdrawal,4255,1980,42.6
Switzerland,211,Total water withdrawal per capita,4257,1980,408.2
Switzerland,211,Environmental Flow Requirements,4549,1982,27.28
Syrian Arab Republic,212,Environmental Flow Requirements,4549,1982,5.573
Thailand,216,Industrial water withdrawal,4252,1982,1.123
Thailand,216,Municipal water withdrawal,4251,1982,0.898
Thailand,216,Environmental Flow Requirements,4549,1982,189.6
Timor-Leste,176,Environmental Flow Requirements,4549,1982,4.069
Togo,217,Environmental Flow Requirements,4549,1982,8.125
Trinidad and Tobago,220,Environmental Flow Requirements,4549,1982,2.186
Tunisia,222,Total water withdrawal,4253,1980,1.9
Tunisia,222,Total water withdrawal per capita,4257,1980,282.2
Tunisia,222,Environmental Flow Requirements,4549,1982,0.6767
Turkey,223,Environmental Flow Requirements,4549,1982,76.97
Uganda,226,Environmental Flow Requirements,4549,1982,49.17
United Arab Emirates,225,Agricultural water withdrawal,4250,1980,0.72
United Arab Emirates,225,Industrial water withdrawal,4252,1980,0.081
United Arab Emirates,225,Municipal water withdrawal,4251,1980,0.099
United Arab Emirates,225,Total water withdrawal,4253,1980,0.9
United Arab Emirates,225,Agricultural water withdrawal as % of total water withdrawal,4254,1980,80
United Arab Emirates,225,Industrial water withdrawal as % of total water withdrawal,4256,1980,9
United Arab Emirates,225,Municipal water withdrawal as % of total withdrawal,4255,1980,11
United Arab Emirates,225,Total water withdrawal per capita,4257,1980,756.3
United Kingdom,229,Municipal water withdrawal,4251,1980,6.975
United Kingdom,229,Total water withdrawal,4253,1980,13.51
United Kingdom,229,Municipal water withdrawal as % of total withdrawal,4255,1980,51.63
United Kingdom,229,Total water withdrawal per capita,4257,1980,240
United Kingdom,229,Environmental Flow Requirements,4549,1982,88.35
United Republic of Tanzania,215,Environmental Flow Requirements,4549,1982,56.28
United States of America,231,Agricultural water withdrawal,4250,1979,117.1
United States of America,231,Total water withdrawal,4253,1980,517.7
United States of America,231,Agricultural water withdrawal as % of total water withdrawal,4254,1980,22.62
United States of America,231,Total water withdrawal per capita,4257,1980,2211
United States of America,231,Environmental Flow Requirements,4549,1982,1491
Uruguay,234,Environmental Flow Requirements,4549,1982,134.8
Venezuela (Bolivarian Republic of),236,Environmental Flow Requirements,4549,1982,1025
Viet Nam,237,Agricultural water withdrawal,4250,1980,35.04
Viet Nam,237,Industrial water withdrawal,4252,1980,1.5
Viet Nam,237,Municipal water withdrawal,4251,1980,1.32
Viet Nam,237,Total water withdrawal,4253,1980,37.86
Viet Nam,237,Agricultural water withdrawal as % of total water withdrawal,4254,1980,92.55
Viet Nam,237,Industrial water withdrawal as % of total water withdrawal,4256,1980,3.962
Viet Nam,237,Municipal water withdrawal as % of total withdrawal,4255,1980,3.487
Viet Nam,237,Total water withdrawal per capita,4257,1980,665
Viet Nam,237,Environmental Flow Requirements,4549,1982,432.6
Zambia,251,Environmental Flow Requirements,4549,1982,49.36
Zimbabwe,181,Environmental Flow Requirements,4549,1982,9.348
Afghanistan,2,Agricultural water withdrawal,4250,1987,25.85
Afghanistan,2,Industrial water withdrawal,4252,1987,0
Afghanistan,2,Municipal water withdrawal,4251,1987,0.2611
Afghanistan,2,Total water withdrawal,4253,1987,26.11
Afghanistan,2,Agricultural water withdrawal as % of total water withdrawal,4254,1987,99
Afghanistan,2,Industrial water withdrawal as % of total water withdrawal,4256,1987,0
Afghanistan,2,Municipal water withdrawal as % of total withdrawal,4255,1987,1
Afghanistan,2,Total water withdrawal per capita,4257,1987,2270
Afghanistan,2,Environmental Flow Requirements,4549,1987,28.29
Albania,3,Environmental Flow Requirements,4549,1987,13.56
Algeria,4,Total water withdrawal,4253,1985,3.5
Algeria,4,Total water withdrawal per capita,4257,1985,146.3
Algeria,4,Environmental Flow Requirements,4549,1987,4.56
Angola,7,Agricultural water withdrawal,4250,1987,0.365
Angola,7,Industrial water withdrawal,4252,1987,0.048
Angola,7,Municipal water withdrawal,4251,1987,0.067
Angola,7,Total water withdrawal,4253,1987,0.48
Angola,7,Agricultural water withdrawal as % of total water withdrawal,4254,1987,76.04
Angola,7,Industrial water withdrawal as % of total water withdrawal,4256,1987,10
Angola,7,Municipal water withdrawal as % of total withdrawal,4255,1987,13.96
Angola,7,Total water withdrawal per capita,4257,1987,42.79
Angola,7,Environmental Flow Requirements,4549,1987,110.7
Argentina,9,Environmental Flow Requirements,4549,1987,515.8
Australia,10,Environmental Flow Requirements,4549,1987,243.3
Austria,11,Agricultural water withdrawal,4250,1985,0.2
Austria,11,Industrial water withdrawal,4252,1985,2.671
Austria,11,Municipal water withdrawal,4251,1985,0.7088
Austria,11,Total water withdrawal,4253,1985,3.58
Austria,11,Irrigation water withdrawal,4475,1985,0.055
Austria,11,Agricultural water withdrawal as % of total water withdrawal,4254,1985,5.587
Austria,11,Industrial water withdrawal as % of total water withdrawal,4256,1985,74.61
Austria,11,Municipal water withdrawal as % of total withdrawal,4255,1985,19.8
Austria,11,Total water withdrawal per capita,4257,1985,468.6
Austria,11,Environmental Flow Requirements,4549,1987,41.51
Bangladesh,16,Industrial water withdrawal,4252,1987,0.225
Bangladesh,16,Municipal water withdrawal,4251,1987,0.675
Bangladesh,16,Environmental Flow Requirements,4549,1987,600.3
Belgium,255,Environmental Flow Requirements,4549,1987,10.16
Belize,23,Agricultural water withdrawal,4250,1987,0.018
Belize,23,Industrial water withdrawal,4252,1987,0
Belize,23,Municipal water withdrawal,4251,1987,0.002
Belize,23,Total water withdrawal,4253,1987,0.02
Belize,23,Agricultural water withdrawal as % of total water withdrawal,4254,1987,90
Belize,23,Industrial water withdrawal as % of total water withdrawal,4256,1987,0
Belize,23,Municipal water withdrawal as % of total withdrawal,4255,1987,10
Belize,23,Total water withdrawal per capita,4257,1987,114.7
Belize,23,Environmental Flow Requirements,4549,1987,13.72
Benin,53,Agricultural water withdrawal,4250,1985,0.064
Benin,53,Industrial water withdrawal,4252,1985,0.015
Benin,53,Municipal water withdrawal,4251,1985,0.031
Benin,53,Total water withdrawal,4253,1985,0.11
Benin,53,Agricultural water withdrawal as % of total water withdrawal,4254,1985,58.18
Benin,53,Industrial water withdrawal as % of total water withdrawal,4256,1985,13.64
Benin,53,Municipal water withdrawal as % of total withdrawal,4255,1985,28.18
Benin,53,Total water withdrawal per capita,4257,1985,24.26
Benin,53,Environmental Flow Requirements,4549,1987,13.06
Bhutan,18,Industrial water withdrawal,4252,1987,0.002
Bhutan,18,Municipal water withdrawal,4251,1987,0.0072
Bhutan,18,Environmental Flow Requirements,4549,1987,54.1
Bolivia (Plurinational State of),19,Agricultural water withdrawal,4250,1987,1.054
Bolivia (Plurinational State of),19,Industrial water withdrawal,4252,1987,0.062
Bolivia (Plurinational State of),19,Municipal water withdrawal,4251,1987,0.124
Bolivia (Plurinational State of),19,Total water withdrawal,4253,1987,1.24
Bolivia (Plurinational State of),19,Agricultural water withdrawal as % of total water withdrawal,4254,1987,85
Bolivia (Plurinational State of),19,Industrial water withdrawal as % of total water withdrawal,4256,1987,5
Bolivia (Plurinational State of),19,Municipal water withdrawal as % of total withdrawal,4255,1987,10
Bolivia (Plurinational State of),19,Total water withdrawal per capita,4257,1987,191.8
Bolivia (Plurinational State of),19,Environmental Flow Requirements,4549,1987,396.6
Botswana,20,Total water withdrawal,4253,1985,0.09
Botswana,20,Total water withdrawal per capita,4257,1985,71.2
Botswana,20,Environmental Flow Requirements,4549,1987,2.677
Brazil,21,Total water withdrawal,4253,1987,35.04
Brazil,21,Total water withdrawal per capita,4257,1987,248
Brazil,21,Environmental Flow Requirements,4549,1987,6532
Brunei Darussalam,26,Environmental Flow Requirements,4549,1987,5.846
Bulgaria,27,Total water withdrawal,4253,1985,14.09
Bulgaria,27,Total water withdrawal per capita,4257,1985,1573
Bulgaria,27,Environmental Flow Requirements,4549,1987,7.771
Burkina Faso,233,Agricultural water withdrawal,4250,1985,0.23
Burkina Faso,233,Industrial water withdrawal,4252,1985,0
Burkina Faso,233,Municipal water withdrawal,4251,1985,0.06
Burkina Faso,233,Total water withdrawal,4253,1985,0.29
Burkina Faso,233,Agricultural water withdrawal as % of total water withdrawal,4254,1985,79.31
Burkina Faso,233,Industrial water withdrawal as % of total water withdrawal,4256,1985,0
Burkina Faso,233,Municipal water withdrawal as % of total withdrawal,4255,1985,20.69
Burkina Faso,233,Total water withdrawal per capita,4257,1985,35.63
Burkina Faso,233,Environmental Flow Requirements,4549,1987,3.04
Burundi,29,Agricultural water withdrawal,4250,1987,0.064
Burundi,29,Industrial water withdrawal,4252,1987,0
Burundi,29,Municipal water withdrawal,4251,1987,0.036
Burundi,29,Total water withdrawal,4253,1987,0.1
Burundi,29,Agricultural water withdrawal as % of total water withdrawal,4254,1987,64
Burundi,29,Industrial water withdrawal as % of total water withdrawal,4256,1987,0
Burundi,29,Municipal water withdrawal as % of total withdrawal,4255,1987,36
Burundi,29,Total water withdrawal per capita,4257,1987,20.05
Burundi,29,Environmental Flow Requirements,4549,1987,9.788
Cambodia,115,Industrial water withdrawal,4252,1987,0.0052
Cambodia,115,Municipal water withdrawal,4251,1987,0.026
Cambodia,115,Environmental Flow Requirements,4549,1987,265.4
Cameroon,32,Agricultural water withdrawal,4250,1987,0.14
Cameroon,32,Industrial water withdrawal,4252,1987,0.076
Cameroon,32,Municipal water withdrawal,4251,1987,0.18
Cameroon,32,Total water withdrawal,4253,1987,0.396
Cameroon,32,Agricultural water withdrawal as % of total water withdrawal,4254,1987,35.35
Cameroon,32,Industrial water withdrawal as % of total water withdrawal,4256,1987,19.19
Cameroon,32,Municipal water withdrawal as % of total withdrawal,4255,1987,45.45
Cameroon,32,Total water withdrawal per capita,4257,1987,37.02
Cameroon,32,Environmental Flow Requirements,4549,1987,213.4
Canada,33,Total water withdrawal,4253,1986,42.2
Canada,33,Total water withdrawal per capita,4257,1986,1588
Canada,33,Environmental Flow Requirements,4549,1987,1931
Central African Republic,37,Agricultural water withdrawal,4250,1987,4.00E-04
Central African Republic,37,Industrial water withdrawal,4252,1987,0.004
Central African Republic,37,Municipal water withdrawal,4251,1987,0.015
Central African Republic,37,Total water withdrawal,4253,1987,0.0194
Central African Republic,37,Irrigation water withdrawal,4475,1987,4.00E-04
Central African Republic,37,Irrigation water requirement,4260,1987,1.00E-04
Central African Republic,37,Agricultural water withdrawal as % of total water withdrawal,4254,1987,2.062
