Area,Area Id,Variable Name,Variable Id,Year,Value
Argentina,9,Conservation agriculture area as % of arable land area,4455,1982,0.0074
Australia,10,% of total country area cultivated,4470,1982,6.011
Australia,10,Total population,4104,1982,15041
Australia,10,Rural population,4105,1982,2108
Australia,10,Urban population,4106,1982,12933
Australia,10,GDP per capita,4458,1982,12898
Australia,10,Long-term average annual precipitation in depth,4151,1982,534
Australia,10,Total renewable water resources,4188,1982,492
Austria,11,% of total country area cultivated,4470,1982,19.48
Austria,11,Total population,4104,1982,7602
Austria,11,Rural population,4105,1982,2660
Austria,11,Urban population,4106,1982,4942
Austria,11,GDP per capita,4458,1982,9353
Austria,11,Long-term average annual precipitation in depth,4151,1982,1110
Austria,11,Total renewable water resources,4188,1982,77.7
Austria,11,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,4.299
Austria,11,Agricultural water withdrawal as % of total renewable water resources,4273,1980,0.1158
Austria,11,SDG 6.4.2. Water Stress,4550,1980,9.229
Bahamas,12,% of total country area cultivated,4470,1982,0.6484
Bahamas,12,Total population,4104,1982,220.3
Bahamas,12,Rural population,4105,1982,56
Bahamas,12,Urban population,4106,1982,164.3
Bahamas,12,GDP per capita,4458,1982,7164
Bahamas,12,Long-term average annual precipitation in depth,4151,1982,1292
Bahamas,12,Total renewable water resources,4188,1982,0.7
Bahrain,13,% of total country area cultivated,4470,1982,5.797
Bahrain,13,Total population,4104,1982,386
Bahrain,13,Rural population,4105,1982,52
Bahrain,13,Urban population,4106,1982,334
Bahrain,13,GDP per capita,4458,1982,9445
Bahrain,13,Long-term average annual precipitation in depth,4151,1982,83
Bahrain,13,Total renewable water resources,4188,1982,0.116
Bangladesh,16,% of total country area cultivated,4470,1982,63.17
Bangladesh,16,Total population,4104,1982,86007
Bangladesh,16,Rural population,4105,1982,71893
Bangladesh,16,Urban population,4106,1982,14114
Bangladesh,16,GDP per capita,4458,1982,215.4
Bangladesh,16,Long-term average annual precipitation in depth,4151,1982,2666
Bangladesh,16,Total renewable water resources,4188,1982,1227
Barbados,14,% of total country area cultivated,4470,1982,39.53
Barbados,14,Total population,4104,1982,253.8
Barbados,14,Rural population,4105,1982,158.2
Barbados,14,Urban population,4106,1982,95.61
Barbados,14,GDP per capita,4458,1982,4586
Barbados,14,Long-term average annual precipitation in depth,4151,1982,1422
Barbados,14,Total renewable water resources,4188,1982,0.08
Belgium,255,Total population,4104,1982,9821
Belgium,255,Rural population,4105,1982,430
Belgium,255,Urban population,4106,1982,9391
Belgium,255,GDP per capita,4458,1982,9428
Belgium,255,Long-term average annual precipitation in depth,4151,1982,847
Belgium,255,Total renewable water resources,4188,1982,18.3
Belgium,255,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,49.34
Belgium,255,Agricultural water withdrawal as % of total renewable water resources,4273,1980,1.974
Belgium,255,SDG 6.4.2. Water Stress,4550,1980,110.9
Belize,23,% of total country area cultivated,4470,1982,2.307
Belize,23,Total population,4104,1982,151.5
Belize,23,Rural population,4105,1982,77.28
Belize,23,Urban population,4106,1982,74.22
Belize,23,GDP per capita,4458,1982,1183
Belize,23,Long-term average annual precipitation in depth,4151,1982,1705
Belize,23,Total renewable water resources,4188,1982,21.73
Benin,53,% of total country area cultivated,4470,1982,14.29
Benin,53,Total population,4104,1982,3928
Benin,53,Rural population,4105,1982,2800
Benin,53,Urban population,4106,1982,1128
Benin,53,GDP per capita,4458,1982,322.8
Benin,53,Long-term average annual precipitation in depth,4151,1982,1039
Benin,53,Total renewable water resources,4188,1982,26.39
Bhutan,18,% of total country area cultivated,4470,1982,3.255
Bhutan,18,Total population,4104,1982,431
Bhutan,18,Rural population,4105,1982,382.4
Bhutan,18,Urban population,4106,1982,48.6
Bhutan,18,GDP per capita,4458,1982,345.6
Bhutan,18,Long-term average annual precipitation in depth,4151,1982,2200
Bhutan,18,Total renewable water resources,4188,1982,95
Bolivia (Plurinational State of),19,% of total country area cultivated,4470,1982,1.944
Bolivia (Plurinational State of),19,Total population,4104,1982,5835
Bolivia (Plurinational State of),19,Rural population,4105,1982,3163
Bolivia (Plurinational State of),19,Urban population,4106,1982,2672
Bolivia (Plurinational State of),19,GDP per capita,4458,1982,958.7
Bolivia (Plurinational State of),19,Long-term average annual precipitation in depth,4151,1982,1146
Bolivia (Plurinational State of),19,Total renewable water resources,4188,1982,574
Botswana,20,% of total country area cultivated,4470,1982,0.6979
Botswana,20,Total population,4104,1982,1076
Botswana,20,Rural population,4105,1982,867.2
Botswana,20,Urban population,4106,1982,208.8
Botswana,20,GDP per capita,4458,1982,943.3
Botswana,20,Long-term average annual precipitation in depth,4151,1982,416
Botswana,20,Total renewable water resources,4188,1982,12.24
Brazil,21,% of total country area cultivated,4470,1982,6.357
Brazil,21,Total population,4104,1982,126947
Brazil,21,Rural population,4105,1982,41171
Brazil,21,Urban population,4106,1982,85776
Brazil,21,GDP per capita,4458,1982,2221
Brazil,21,Long-term average annual precipitation in depth,4151,1982,1761
Brazil,21,Total renewable water resources,4188,1982,8647
Brazil,21,Conservation agriculture area as % of arable land area,4455,1982,0.4947
Brunei Darussalam,26,% of total country area cultivated,4470,1982,1.213
Brunei Darussalam,26,Total population,4104,1982,206.1
Brunei Darussalam,26,Rural population,4105,1982,83
Brunei Darussalam,26,Urban population,4106,1982,123.1
Brunei Darussalam,26,GDP per capita,4458,1982,20690
Brunei Darussalam,26,Long-term average annual precipitation in depth,4151,1982,2722
Brunei Darussalam,26,Total renewable water resources,4188,1982,8.5
Bulgaria,27,% of total country area cultivated,4470,1982,37.39
Bulgaria,27,Total population,4104,1982,8931
Bulgaria,27,Rural population,4105,1982,3304
Bulgaria,27,Urban population,4106,1982,5627
Bulgaria,27,GDP per capita,4458,1982,2217
Bulgaria,27,Long-term average annual precipitation in depth,4151,1982,608
Bulgaria,27,Total renewable water resources,4188,1982,21.3
Bulgaria,27,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,66.57
Bulgaria,27,SDG 6.4.2. Water Stress,4550,1980,104.8
Burkina Faso,233,% of total country area cultivated,4470,1982,10.52
Burkina Faso,233,Total population,4104,1982,7158
Burkina Faso,233,Rural population,4105,1982,6436
Burkina Faso,233,Urban population,4106,1982,722.4
Burkina Faso,233,GDP per capita,4458,1982,245.1
Burkina Faso,233,Long-term average annual precipitation in depth,4151,1982,748
Burkina Faso,233,Total renewable water resources,4188,1982,13.5
Burundi,29,% of total country area cultivated,4470,1982,44.92
Burundi,29,Total population,4104,1982,4333
Burundi,29,Rural population,4105,1982,4129
Burundi,29,Urban population,4106,1982,203.7
Burundi,29,GDP per capita,4458,1982,233.8
Burundi,29,Long-term average annual precipitation in depth,4151,1982,1274
Burundi,29,Total renewable water resources,4188,1982,12.54
Cabo Verde,35,% of total country area cultivated,4470,1982,9.926
Cabo Verde,35,Total population,4104,1982,297.3
Cabo Verde,35,Rural population,4105,1982,215
Cabo Verde,35,Urban population,4106,1982,82.28
Cabo Verde,35,GDP per capita,4458,1982,473
Cabo Verde,35,Long-term average annual precipitation in depth,4151,1982,228
Cabo Verde,35,Total renewable water resources,4188,1982,0.3
Cambodia,115,% of total country area cultivated,4470,1982,11.6
Cambodia,115,Total population,4104,1982,6918
Cambodia,115,Rural population,4105,1982,6013
Cambodia,115,Urban population,4106,1982,904.7
Cambodia,115,Long-term average annual precipitation in depth,4151,1982,1904
Cambodia,115,Total renewable water resources,4188,1982,476.1
Cameroon,32,% of total country area cultivated,4470,1982,14.74
Cameroon,32,Total population,4104,1982,9159
Cameroon,32,Rural population,4105,1982,5972
Cameroon,32,Urban population,4106,1982,3187
Cameroon,32,GDP per capita,4458,1982,799.5
Cameroon,32,Long-term average annual precipitation in depth,4151,1982,1604
Cameroon,32,Total renewable water resources,4188,1982,283.1
Canada,33,% of total country area cultivated,4470,1982,5.109
Canada,33,Total population,4104,1982,25041
Canada,33,Rural population,4105,1982,6063
Canada,33,Urban population,4106,1982,18978
Canada,33,GDP per capita,4458,1982,12539
Canada,33,Long-term average annual precipitation in depth,4151,1982,537
Canada,33,Total renewable water resources,4188,1982,2902
Central African Republic,37,% of total country area cultivated,4470,1982,3.146
Central African Republic,37,Total population,4104,1982,2419
Central African Republic,37,Rural population,4105,1982,1586
Central African Republic,37,Urban population,4106,1982,832.6
Central African Republic,37,GDP per capita,4458,1982,309.3
Central African Republic,37,Long-term average annual precipitation in depth,4151,1982,1343
Central African Republic,37,Total renewable water resources,4188,1982,141
Chad,39,% of total country area cultivated,4470,1982,2.453
Chad,39,Total population,4104,1982,4715
Chad,39,Rural population,4105,1982,3810
Chad,39,Urban population,4106,1982,904.5
Chad,39,GDP per capita,4458,1982,177
Chad,39,Long-term average annual precipitation in depth,4151,1982,322
Chad,39,Total renewable water resources,4188,1982,45.7
Chile,40,% of total country area cultivated,4470,1982,5.026
Chile,40,Total population,4104,1982,11616
Chile,40,Rural population,4105,1982,2124
Chile,40,Urban population,4106,1982,9492
Chile,40,GDP per capita,4458,1982,2095
Chile,40,Long-term average annual precipitation in depth,4151,1982,1522
Chile,40,Total renewable water resources,4188,1982,923.1
China,351,% of total country area cultivated,4470,1982,11.03
China,351,Total population,4104,1982,1045912
China,351,Rural population,4105,1982,819496
China,351,Urban population,4106,1982,226416
China,351,GDP per capita,4458,1982,195
China,351,Long-term average annual precipitation in depth,4151,1982,645
China,351,Total renewable water resources,4188,1982,2840
China,351,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,15.62
China,351,Agricultural water withdrawal as % of total renewable water resources,4273,1980,13.77
China,351,SDG 6.4.2. Water Stress,4550,1980,32.41
Colombia,44,% of total country area cultivated,4470,1982,4.575
Colombia,44,Total population,4104,1982,29027
Colombia,44,Rural population,4105,1982,11132
Colombia,44,Urban population,4106,1982,17895
Colombia,44,GDP per capita,4458,1982,1342
Colombia,44,Long-term average annual precipitation in depth,4151,1982,3240
Colombia,44,Total renewable water resources,4188,1982,2360
Comoros,45,% of total country area cultivated,4470,1982,45.67
Comoros,45,Total population,4104,1982,326.9
Comoros,45,Rural population,4105,1982,246.4
Comoros,45,Urban population,4106,1982,80.48
Comoros,45,GDP per capita,4458,1982,327.6
Comoros,45,Long-term average annual precipitation in depth,4151,1982,900
Comoros,45,Total renewable water resources,4188,1982,1.2
Congo,46,% of total country area cultivated,4470,1982,1.62
Congo,46,Total population,4104,1982,1951
Congo,46,Rural population,4105,1982,1004
Congo,46,Urban population,4106,1982,947.1
Congo,46,GDP per capita,4458,1982,1107
Congo,46,Long-term average annual precipitation in depth,4151,1982,1646
Congo,46,Total renewable water resources,4188,1982,832
Cook Islands,47,% of total country area cultivated,4470,1982,25
Cook Islands,47,Total population,4104,1982,17.39
Cook Islands,47,Rural population,4105,1982,7.989
Cook Islands,47,Urban population,4106,1982,9.401
Costa Rica,48,% of total country area cultivated,4470,1982,10.02
Costa Rica,48,Total population,4104,1982,2521
Costa Rica,48,Rural population,4105,1982,1433
Costa Rica,48,Urban population,4106,1982,1088
Costa Rica,48,GDP per capita,4458,1982,1034
Costa Rica,48,Long-term average annual precipitation in depth,4151,1982,2926
Costa Rica,48,Total renewable water resources,4188,1982,113
Côte d'Ivoire,107,% of total country area cultivated,4470,1982,13.92
Côte d'Ivoire,107,Total population,4104,1982,9044
Côte d'Ivoire,107,Rural population,4105,1982,5689
Côte d'Ivoire,107,Urban population,4106,1982,3355
Côte d'Ivoire,107,GDP per capita,4458,1982,836.7
Côte d'Ivoire,107,Long-term average annual precipitation in depth,4151,1982,1348
Côte d'Ivoire,107,Total renewable water resources,4188,1982,84.14
Cuba,49,% of total country area cultivated,4470,1982,30.94
Cuba,49,Total population,4104,1982,9926
Cuba,49,Rural population,4105,1982,3033
Cuba,49,Urban population,4106,1982,6893
Cuba,49,GDP per capita,4458,1982,2111
Cuba,49,Long-term average annual precipitation in depth,4151,1982,1335
Cuba,49,Total renewable water resources,4188,1982,38.12
Cyprus,50,% of total country area cultivated,4470,1982,19.24
Cyprus,50,Total population,4104,1982,691.7
Cyprus,50,Rural population,4105,1982,256.2
Cyprus,50,Urban population,4106,1982,435.5
Cyprus,50,GDP per capita,4458,1982,3122
Cyprus,50,Long-term average annual precipitation in depth,4151,1982,498
Cyprus,50,Total renewable water resources,4188,1982,0.78
Cyprus,50,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,22.69
Cyprus,50,Agricultural water withdrawal as % of total renewable water resources,4273,1980,17.95
Cyprus,50,SDG 6.4.2. Water Stress,4550,1980,24.19
Democratic People's Republic of Korea,116,% of total country area cultivated,4470,1982,20.45
Democratic People's Republic of Korea,116,Total population,4104,1982,18009
Democratic People's Republic of Korea,116,Rural population,4105,1982,7771
Democratic People's Republic of Korea,116,Urban population,4106,1982,10238
Democratic People's Republic of Korea,116,Long-term average annual precipitation in depth,4151,1982,1054
Democratic People's Republic of Korea,116,Total renewable water resources,4188,1982,77.15
Democratic Republic of the Congo,250,% of total country area cultivated,4470,1982,3.271
Democratic Republic of the Congo,250,Total population,4104,1982,27717
Democratic Republic of the Congo,250,Rural population,4105,1982,20058
Democratic Republic of the Congo,250,Urban population,4106,1982,7659
Democratic Republic of the Congo,250,GDP per capita,4458,1982,492.5
Democratic Republic of the Congo,250,Long-term average annual precipitation in depth,4151,1982,1543
Democratic Republic of the Congo,250,Total renewable water resources,4188,1982,1283
Denmark,54,% of total country area cultivated,4470,1982,61.36
Denmark,54,Total population,4104,1982,5123
Denmark,54,Rural population,4105,1982,819
Denmark,54,Urban population,4106,1982,4304
Denmark,54,GDP per capita,4458,1982,11696
Denmark,54,Long-term average annual precipitation in depth,4151,1982,703
Denmark,54,Total renewable water resources,4188,1982,6
Denmark,54,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,20.08
Denmark,54,Agricultural water withdrawal as % of total renewable water resources,4273,1980,7.667
Denmark,54,SDG 6.4.2. Water Stress,4550,1980,32.59
Djibouti,72,% of total country area cultivated,4470,1982,0.0431
Djibouti,72,Total population,4104,1982,385.3
Djibouti,72,Rural population,4105,1982,100.5
Djibouti,72,Urban population,4106,1982,284.8
Djibouti,72,Long-term average annual precipitation in depth,4151,1982,220
Djibouti,72,Total renewable water resources,4188,1982,0.3
Dominica,55,% of total country area cultivated,4470,1982,22.67
Dominica,55,Total population,4104,1982,75.17
Dominica,55,Rural population,4105,1982,37.94
Dominica,55,Urban population,4106,1982,37.23
Dominica,55,GDP per capita,4458,1982,958.5
Dominica,55,Long-term average annual precipitation in depth,4151,1982,2083
Dominica,55,Total renewable water resources,4188,1982,0.2
Dominican Republic,56,% of total country area cultivated,4470,1982,29.38
Dominican Republic,56,Total population,4104,1982,6079
Dominican Republic,56,Rural population,4105,1982,2843
Dominican Republic,56,Urban population,4106,1982,3236
Dominican Republic,56,GDP per capita,4458,1982,1310
Dominican Republic,56,Long-term average annual precipitation in depth,4151,1982,1410
Dominican Republic,56,Total renewable water resources,4188,1982,23.5
Ecuador,58,% of total country area cultivated,4470,1982,8.958
Ecuador,58,Total population,4104,1982,8393
Ecuador,58,Rural population,4105,1982,4332
Ecuador,58,Urban population,4106,1982,4061
Ecuador,58,GDP per capita,4458,1982,2375
Ecuador,58,Long-term average annual precipitation in depth,4151,1982,2274
Ecuador,58,Total renewable water resources,4188,1982,442.4
Egypt,59,% of total country area cultivated,4470,1982,2.441
Egypt,59,Total population,4104,1982,46380
Egypt,59,Rural population,4105,1982,25756
Egypt,59,Urban population,4106,1982,20624
Egypt,59,GDP per capita,4458,1982,551.8
Egypt,59,Long-term average annual precipitation in depth,4151,1982,18.1
Egypt,59,Total renewable water resources,4188,1982,57.5
El Salvador,60,% of total country area cultivated,4470,1982,34.74
El Salvador,60,Total population,4104,1982,4726
El Salvador,60,Rural population,4105,1982,2560
El Salvador,60,Urban population,4106,1982,2166
El Salvador,60,GDP per capita,4458,1982,719.3
El Salvador,60,Long-term average annual precipitation in depth,4151,1982,1784
El Salvador,60,Total renewable water resources,4188,1982,26.27
Equatorial Guinea,61,% of total country area cultivated,4470,1982,8.2
Equatorial Guinea,61,Total population,4104,1982,290.6
Equatorial Guinea,61,Rural population,4105,1982,220.2
Equatorial Guinea,61,Urban population,4106,1982,70.36
Equatorial Guinea,61,GDP per capita,4458,1982,152.4
Equatorial Guinea,61,Long-term average annual precipitation in depth,4151,1982,2156
Equatorial Guinea,61,Total renewable water resources,4188,1982,26
Eswatini,209,% of total country area cultivated,4470,1982,8.122
Eswatini,209,Total population,4104,1982,639.2
Eswatini,209,Rural population,4105,1982,515.4
Eswatini,209,Urban population,4106,1982,123.8
Eswatini,209,GDP per capita,4458,1982,841
Eswatini,209,Long-term average annual precipitation in depth,4151,1982,788
Eswatini,209,Total renewable water resources,4188,1982,4.51
Eswatini,209,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,14.52
Eswatini,209,Agricultural water withdrawal as % of total renewable water resources,4273,1980,13.97
Eswatini,209,SDG 6.4.2. Water Stress,4550,1980,47.71
Faroe Islands,64,% of total country area cultivated,4470,1982,2.149
Faroe Islands,64,Total population,4104,1982,44.31
Faroe Islands,64,Rural population,4105,1982,30.63
Faroe Islands,64,Urban population,4106,1982,13.68
Fiji,66,% of total country area cultivated,4470,1982,9.852
Fiji,66,Total population,4104,1982,668.2
Fiji,66,Rural population,4105,1982,413.8
Fiji,66,Urban population,4106,1982,254.4
Fiji,66,GDP per capita,4458,1982,1787
Fiji,66,Long-term average annual precipitation in depth,4151,1982,2592
Fiji,66,Total renewable water resources,4188,1982,28.55
Finland,67,% of total country area cultivated,4470,1982,6.885
Finland,67,Total population,4104,1982,4835
Finland,67,Rural population,4105,1982,1294
Finland,67,Urban population,4106,1982,3541
Finland,67,GDP per capita,4458,1982,10927
Finland,67,Long-term average annual precipitation in depth,4151,1982,536
Finland,67,Total renewable water resources,4188,1982,110
Finland,67,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,3.364
Finland,67,SDG 6.4.2. Water Stress,4550,1980,8.774
France,68,% of total country area cultivated,4470,1982,34.64
France,68,Total population,4104,1982,54548
France,68,Rural population,4105,1982,14538
France,68,Urban population,4106,1982,40010
France,68,GDP per capita,4458,1982,10761
France,68,Long-term average annual precipitation in depth,4151,1982,867
France,68,Total renewable water resources,4188,1982,211
France,68,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,14.67
France,68,SDG 6.4.2. Water Stress,4550,1980,27.1
Gabon,74,% of total country area cultivated,4470,1982,1.689
Gabon,74,Total population,4104,1982,766.9
Gabon,74,Rural population,4105,1982,321.2
Gabon,74,Urban population,4106,1982,445.7
Gabon,74,GDP per capita,4458,1982,4718
Gabon,74,Long-term average annual precipitation in depth,4151,1982,1831
Gabon,74,Total renewable water resources,4188,1982,166
Gambia,75,% of total country area cultivated,4470,1982,18.23
Gambia,75,Total population,4104,1982,648.2
Gambia,75,Rural population,4105,1982,453
Gambia,75,Urban population,4106,1982,195.2
Gambia,75,GDP per capita,4458,1982,333.3
Gambia,75,Long-term average annual precipitation in depth,4151,1982,836
Gambia,75,Total renewable water resources,4188,1982,8
Gambia,75,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1982,0.25
Gambia,75,Agricultural water withdrawal as % of total renewable water resources,4273,1982,0.2275
Gambia,75,SDG 6.4.2. Water Stress,4550,1982,0.435
Germany,79,% of total country area cultivated,4470,1982,34.92
Germany,79,Total population,4104,1982,77945
Germany,79,Rural population,4105,1982,20248
Germany,79,Urban population,4106,1982,57697
Germany,79,GDP per capita,4458,1982,9930
Germany,79,Long-term average annual precipitation in depth,4151,1982,700
Germany,79,Total renewable water resources,4188,1982,154
Ghana,81,% of total country area cultivated,4470,1982,15.93
Ghana,81,Total population,4104,1982,11488
Ghana,81,Rural population,4105,1982,7856
Ghana,81,Urban population,4106,1982,3632
Ghana,81,GDP per capita,4458,1982,351.3
Ghana,81,Long-term average annual precipitation in depth,4151,1982,1187
Ghana,81,Total renewable water resources,4188,1982,56.2
Greece,84,% of total country area cultivated,4470,1982,29.94
Greece,84,Total population,4104,1982,9804
Greece,84,Rural population,4105,1982,2953
Greece,84,Urban population,4106,1982,6851
Greece,84,GDP per capita,4458,1982,5571
Greece,84,Long-term average annual precipitation in depth,4151,1982,652
Greece,84,Total renewable water resources,4188,1982,68.4
Greece,84,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,7.354
Greece,84,SDG 6.4.2. Water Stress,4550,1980,10.18
Grenada,86,% of total country area cultivated,4470,1982,44.12
Grenada,86,Total population,4104,1982,93.09
Grenada,86,Rural population,4105,1982,62.34
Grenada,86,Urban population,4106,1982,30.75
Grenada,86,GDP per capita,4458,1982,1023
Grenada,86,Long-term average annual precipitation in depth,4151,1982,2350
Grenada,86,Total renewable water resources,4188,1982,0.2
Guatemala,89,% of total country area cultivated,4470,1982,16.38
Guatemala,89,Total population,4104,1982,7655
Guatemala,89,Rural population,4105,1982,4860
Guatemala,89,Urban population,4106,1982,2795
Guatemala,89,GDP per capita,4458,1982,1139
Guatemala,89,Long-term average annual precipitation in depth,4151,1982,1996
Guatemala,89,Total renewable water resources,4188,1982,127.9
Guinea,90,% of total country area cultivated,4470,1982,14.13
Guinea,90,Total population,4104,1982,4691
Guinea,90,Rural population,4105,1982,3503
Guinea,90,Urban population,4106,1982,1188
Guinea,90,GDP per capita,4458,1982,1744
Guinea,90,Long-term average annual precipitation in depth,4151,1982,1651
Guinea,90,Total renewable water resources,4188,1982,226
Guinea-Bissau,175,% of total country area cultivated,4470,1982,8.94
Guinea-Bissau,175,Total population,4104,1982,832.7
Guinea-Bissau,175,Rural population,4105,1982,667.7
Guinea-Bissau,175,Urban population,4106,1982,165
Guinea-Bissau,175,GDP per capita,4458,1982,198.8
Guinea-Bissau,175,Long-term average annual precipitation in depth,4151,1982,1577
Guinea-Bissau,175,Total renewable water resources,4188,1982,31.4
Guyana,91,% of total country area cultivated,4470,1982,2.303
Guyana,91,Total population,4104,1982,781.2
Guyana,91,Rural population,4105,1982,547.4
Guyana,91,Urban population,4106,1982,233.8
Guyana,91,GDP per capita,4458,1982,617
Guyana,91,Long-term average annual precipitation in depth,4151,1982,2387
Guyana,91,Total renewable water resources,4188,1982,271
Haiti,93,% of total country area cultivated,4470,1982,39.64
Haiti,93,Total population,4104,1982,5955
Haiti,93,Rural population,4105,1982,4728
Haiti,93,Urban population,4106,1982,1227
Haiti,93,GDP per capita,4458,1982,249.4
Haiti,93,Long-term average annual precipitation in depth,4151,1982,1440
Haiti,93,Total renewable water resources,4188,1982,14.03
Holy See,94,Total population,4104,1982,0.729
Holy See,94,Rural population,4105,1982,-0.002
Holy See,94,Urban population,4106,1982,0.731
Honduras,95,% of total country area cultivated,4470,1982,15.73
Honduras,95,Total population,4104,1982,3911
Honduras,95,Rural population,4105,1982,2518
Honduras,95,Urban population,4106,1982,1393
Honduras,95,GDP per capita,4458,1982,742.4
Honduras,95,Long-term average annual precipitation in depth,4151,1982,1976
Honduras,95,Total renewable water resources,4188,1982,92.16
Hungary,97,% of total country area cultivated,4470,1982,56.96
Hungary,97,Total population,4104,1982,10716
Hungary,97,Rural population,4105,1982,3796
Hungary,97,Urban population,4106,1982,6920
Hungary,97,GDP per capita,4458,1982,2160
Hungary,97,Long-term average annual precipitation in depth,4151,1982,589
Hungary,97,Total renewable water resources,4188,1982,104
Hungary,97,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,4.62
Hungary,97,SDG 6.4.2. Water Stress,4550,1980,8.299
Iceland,99,% of total country area cultivated,4470,1982,1.301
Iceland,99,Total population,4104,1982,233.3
Iceland,99,Rural population,4105,1982,26.3
Iceland,99,Urban population,4106,1982,207
Iceland,99,GDP per capita,4458,1982,13857
Iceland,99,Long-term average annual precipitation in depth,4151,1982,1940
Iceland,99,Total renewable water resources,4188,1982,170
Iceland,99,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,0.0635
Iceland,99,Agricultural water withdrawal as % of total renewable water resources,4273,1980,0.0024
Iceland,99,SDG 6.4.2. Water Stress,4550,1980,0.1468
India,100,% of total country area cultivated,4470,1982,51.33
India,100,Total population,4104,1982,729868
India,100,Rural population,4105,1982,556902
India,100,Urban population,4106,1982,172966
India,100,GDP per capita,4458,1982,279.5
India,100,Long-term average annual precipitation in depth,4151,1982,1083
India,100,Total renewable water resources,4188,1982,1911
India,100,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,1980,22.94
India,100,Agricultural water withdrawal as % of total renewable water resources,4273,1980,21.54
India,100,SDG 6.4.2. Water Stress,4550,1980,45
Indonesia,101,% of total country area cultivated,4470,1982,13.61
Indonesia,101,Total population,4104,1982,154506
Indonesia,101,Rural population,4105,1982,118559
Indonesia,101,Urban population,4106,1982,35947
Indonesia,101,GDP per capita,4458,1982,613
Indonesia,101,Long-term average annual precipitation in depth,4151,1982,2702
Indonesia,101,Total renewable water resources,4188,1982,2019
Iran (Islamic Republic of),102,% of total country area cultivated,4470,1982,8.519
Iran (Islamic Republic of),102,Total population,4104,1982,41883
Iran (Islamic Republic of),102,Rural population,4105,1982,20338
Iran (Islamic Republic of),102,Urban population,4106,1982,21545
Iran (Islamic Republic of),102,GDP per capita,4458,1982,3008
