Area,Area Id,Variable Name,Variable Id,Year,Value
Cameroon,32,Long-term average annual precipitation in volume,4150,1982,762.6
Cameroon,32,National Rainfall Index (NRI),4472,1980,1788
Canada,33,Gross Domestic Product (GDP),4112,1982,3.14E+11
Canada,33,Long-term average annual precipitation in volume,4150,1982,5362
Canada,33,National Rainfall Index (NRI),4472,1982,730.7
Central African Republic,37,Gross Domestic Product (GDP),4112,1982,7.48E+08
Central African Republic,37,"Agriculture, value added (% GDP)",4113,1982,41.67
Central African Republic,37,Long-term average annual precipitation in volume,4150,1982,836.7
Central African Republic,37,National Rainfall Index (NRI),4472,1981,1391
Chad,39,Gross Domestic Product (GDP),4112,1982,8.34E+08
Chad,39,"Agriculture, value added (% GDP)",4113,1982,39.46
Chad,39,Long-term average annual precipitation in volume,4150,1982,413.4
Chad,39,National Rainfall Index (NRI),4472,1978,704.5
Chile,40,Gross Domestic Product (GDP),4112,1982,2.43E+10
Chile,40,"Agriculture, value added (% GDP)",4113,1982,5.494
Chile,40,Long-term average annual precipitation in volume,4150,1982,1151
Chile,40,National Rainfall Index (NRI),4472,1979,2050
China,351,Gross Domestic Product (GDP),4112,1982,2.04E+11
China,351,"Agriculture, value added (% GDP)",4113,1982,33.03
China,351,Long-term average annual precipitation in volume,4150,1982,6192
China,351,National Rainfall Index (NRI),4472,1982,1044
Colombia,44,Gross Domestic Product (GDP),4112,1982,3.90E+10
Colombia,44,"Agriculture, value added (% GDP)",4113,1982,19.3
Colombia,44,Long-term average annual precipitation in volume,4150,1982,3699
Colombia,44,National Rainfall Index (NRI),4472,1978,2877
Comoros,45,Gross Domestic Product (GDP),4112,1982,1.07E+08
Comoros,45,"Agriculture, value added (% GDP)",4113,1982,33.48
Comoros,45,Long-term average annual precipitation in volume,4150,1982,1.675
Comoros,45,National Rainfall Index (NRI),4472,1978,2484
Congo,46,Gross Domestic Product (GDP),4112,1982,2.16E+09
Congo,46,"Agriculture, value added (% GDP)",4113,1982,7.859
Congo,46,Long-term average annual precipitation in volume,4150,1982,562.9
Congo,46,National Rainfall Index (NRI),4472,1981,1592
Costa Rica,48,Gross Domestic Product (GDP),4112,1982,2.61E+09
Costa Rica,48,Long-term average annual precipitation in volume,4150,1982,149.5
Costa Rica,48,National Rainfall Index (NRI),4472,1980,3086
Côte d'Ivoire,107,Gross Domestic Product (GDP),4112,1982,7.57E+09
Côte d'Ivoire,107,"Agriculture, value added (% GDP)",4113,1982,24.13
Côte d'Ivoire,107,Long-term average annual precipitation in volume,4150,1982,434.7
Côte d'Ivoire,107,National Rainfall Index (NRI),4472,1980,1329
Cuba,49,Gross Domestic Product (GDP),4112,1982,2.10E+10
Cuba,49,"Agriculture, value added (% GDP)",4113,1982,13.37
Cuba,49,Long-term average annual precipitation in volume,4150,1982,146.7
Cuba,49,National Rainfall Index (NRI),4472,1979,1390
Cyprus,50,Gross Domestic Product (GDP),4112,1982,2.16E+09
Cyprus,50,"Agriculture, value added (% GDP)",4113,1982,9.269
Cyprus,50,Long-term average annual precipitation in volume,4150,1982,4.606
Cyprus,50,National Rainfall Index (NRI),4472,1979,522.5
Democratic People's Republic of Korea,116,Long-term average annual precipitation in volume,4150,1982,127
Democratic Republic of the Congo,250,Gross Domestic Product (GDP),4112,1982,1.37E+10
Democratic Republic of the Congo,250,Long-term average annual precipitation in volume,4150,1982,3618
Democratic Republic of the Congo,250,National Rainfall Index (NRI),4472,1980,1589
Denmark,54,Gross Domestic Product (GDP),4112,1982,5.99E+10
Denmark,54,Long-term average annual precipitation in volume,4150,1982,30.29
Denmark,54,National Rainfall Index (NRI),4472,1979,676.1
Djibouti,72,Long-term average annual precipitation in volume,4150,1982,5.104
Djibouti,72,National Rainfall Index (NRI),4472,1981,115.6
Dominica,55,Gross Domestic Product (GDP),4112,1982,7.21E+07
Dominica,55,"Agriculture, value added (% GDP)",4113,1982,30.44
Dominica,55,Long-term average annual precipitation in volume,4150,1982,1.562
Dominican Republic,56,Gross Domestic Product (GDP),4112,1982,7.96E+09
Dominican Republic,56,"Agriculture, value added (% GDP)",4113,1982,18.84
Dominican Republic,56,Long-term average annual precipitation in volume,4150,1982,68.62
Dominican Republic,56,National Rainfall Index (NRI),4472,1982,1305
Ecuador,58,Gross Domestic Product (GDP),4112,1982,1.99E+10
Ecuador,58,"Agriculture, value added (% GDP)",4113,1982,16.36
Ecuador,58,Long-term average annual precipitation in volume,4150,1982,644.8
Ecuador,58,National Rainfall Index (NRI),4472,1978,2326
Egypt,59,Gross Domestic Product (GDP),4112,1982,2.56E+10
Egypt,59,"Agriculture, value added (% GDP)",4113,1982,19.57
Egypt,59,Long-term average annual precipitation in volume,4150,1982,18.13
Egypt,59,National Rainfall Index (NRI),4472,1979,107.8
El Salvador,60,Gross Domestic Product (GDP),4112,1982,3.40E+09
El Salvador,60,Long-term average annual precipitation in volume,4150,1982,37.54
El Salvador,60,National Rainfall Index (NRI),4472,1978,1679
Equatorial Guinea,61,Gross Domestic Product (GDP),4112,1982,4.43E+07
Equatorial Guinea,61,Long-term average annual precipitation in volume,4150,1982,60.48
Equatorial Guinea,61,National Rainfall Index (NRI),4472,1979,2407
Eswatini,209,Gross Domestic Product (GDP),4112,1982,5.38E+08
Eswatini,209,"Agriculture, value added (% GDP)",4113,1982,20.34
Eswatini,209,Long-term average annual precipitation in volume,4150,1982,13.68
Eswatini,209,National Rainfall Index (NRI),4472,1982,729.8
Fiji,66,Gross Domestic Product (GDP),4112,1982,1.19E+09
Fiji,66,"Agriculture, value added (% GDP)",4113,1982,20.27
Fiji,66,Long-term average annual precipitation in volume,4150,1982,47.36
Fiji,66,National Rainfall Index (NRI),4472,1982,2536
Finland,67,Gross Domestic Product (GDP),4112,1982,5.28E+10
Finland,67,"Agriculture, value added (% GDP)",4113,1982,8.731
Finland,67,Long-term average annual precipitation in volume,4150,1982,181.2
Finland,67,National Rainfall Index (NRI),4472,1982,532.4
France,68,Gross Domestic Product (GDP),4112,1982,5.87E+11
France,68,"Agriculture, value added (% GDP)",4113,1982,4.554
France,68,Long-term average annual precipitation in volume,4150,1982,476.1
France,68,National Rainfall Index (NRI),4472,1982,899.9
Gabon,74,Gross Domestic Product (GDP),4112,1982,3.62E+09
Gabon,74,Long-term average annual precipitation in volume,4150,1982,490.1
Gabon,74,National Rainfall Index (NRI),4472,1981,1816
Gambia,75,Gross Domestic Product (GDP),4112,1982,2.16E+08
Gambia,75,Long-term average annual precipitation in volume,4150,1982,9.447
Gambia,75,National Rainfall Index (NRI),4472,1981,728.4
Germany,79,Gross Domestic Product (GDP),4112,1982,7.74E+11
Germany,79,Long-term average annual precipitation in volume,4150,1982,249.9
Germany,79,National Rainfall Index (NRI),4472,1979,775.1
Ghana,81,Gross Domestic Product (GDP),4112,1982,4.04E+09
Ghana,81,"Agriculture, value added (% GDP)",4113,1982,59.36
Ghana,81,Long-term average annual precipitation in volume,4150,1982,283.1
Ghana,81,National Rainfall Index (NRI),4472,1978,1221
Greece,84,Gross Domestic Product (GDP),4112,1982,5.46E+10
Greece,84,Long-term average annual precipitation in volume,4150,1982,86.04
Greece,84,National Rainfall Index (NRI),4472,1978,734.1
Grenada,86,Gross Domestic Product (GDP),4112,1982,9.52E+07
Grenada,86,"Agriculture, value added (% GDP)",4113,1982,21.6
Grenada,86,Long-term average annual precipitation in volume,4150,1982,0.799
Guatemala,89,Gross Domestic Product (GDP),4112,1982,8.72E+09
Guatemala,89,Long-term average annual precipitation in volume,4150,1982,217.3
Guatemala,89,National Rainfall Index (NRI),4472,1980,2588
Guinea,90,Gross Domestic Product (GDP),4112,1982,8.18E+09
Guinea,90,Long-term average annual precipitation in volume,4150,1982,405.9
Guinea,90,National Rainfall Index (NRI),4472,1982,1711
Guinea-Bissau,175,Gross Domestic Product (GDP),4112,1982,1.66E+08
Guinea-Bissau,175,"Agriculture, value added (% GDP)",4113,1982,46.77
Guinea-Bissau,175,Long-term average annual precipitation in volume,4150,1982,56.98
Guinea-Bissau,175,National Rainfall Index (NRI),4472,1982,1371
Guyana,91,Gross Domestic Product (GDP),4112,1982,4.82E+08
Guyana,91,"Agriculture, value added (% GDP)",4113,1982,23.36
Guyana,91,Long-term average annual precipitation in volume,4150,1982,513.1
Guyana,91,National Rainfall Index (NRI),4472,1980,2139
Haiti,93,Gross Domestic Product (GDP),4112,1982,1.48E+09
Haiti,93,Long-term average annual precipitation in volume,4150,1982,39.96
Haiti,93,National Rainfall Index (NRI),4472,1980,1516
Honduras,95,Gross Domestic Product (GDP),4112,1982,2.90E+09
Honduras,95,"Agriculture, value added (% GDP)",4113,1982,21.64
Honduras,95,Long-term average annual precipitation in volume,4150,1982,222.3
Honduras,95,National Rainfall Index (NRI),4472,1978,2250
Hungary,97,Gross Domestic Product (GDP),4112,1982,2.31E+10
Hungary,97,Long-term average annual precipitation in volume,4150,1982,54.79
Hungary,97,National Rainfall Index (NRI),4472,1978,574.4
Iceland,99,Gross Domestic Product (GDP),4112,1982,3.23E+09
Iceland,99,Long-term average annual precipitation in volume,4150,1982,199.8
Iceland,99,National Rainfall Index (NRI),4472,1981,932.6
India,100,Gross Domestic Product (GDP),4112,1982,2.04E+11
India,100,"Agriculture, value added (% GDP)",4113,1982,32.88
India,100,Long-term average annual precipitation in volume,4150,1982,3560
India,100,National Rainfall Index (NRI),4472,1981,1590
Indonesia,101,Gross Domestic Product (GDP),4112,1982,9.47E+10
Indonesia,101,"Agriculture, value added (% GDP)",4113,1982,23.94
Indonesia,101,Long-term average annual precipitation in volume,4150,1982,5163
Indonesia,101,National Rainfall Index (NRI),4472,1978,2853
Iran (Islamic Republic of),102,Gross Domestic Product (GDP),4112,1982,1.26E+11
Iran (Islamic Republic of),102,"Agriculture, value added (% GDP)",4113,1982,13
Iran (Islamic Republic of),102,Long-term average annual precipitation in volume,4150,1982,397.9
Iran (Islamic Republic of),102,National Rainfall Index (NRI),4472,1981,293.4
Iraq,103,Gross Domestic Product (GDP),4112,1982,4.26E+10
Iraq,103,Long-term average annual precipitation in volume,4150,1982,94.68
Iraq,103,National Rainfall Index (NRI),4472,1980,272.8
Ireland,104,Gross Domestic Product (GDP),4112,1982,2.15E+10
Ireland,104,Long-term average annual precipitation in volume,4150,1982,78.57
Ireland,104,National Rainfall Index (NRI),4472,1979,1154
Israel,105,Gross Domestic Product (GDP),4112,1982,2.46E+10
Israel,105,Long-term average annual precipitation in volume,4150,1982,9.6
Israel,105,National Rainfall Index (NRI),4472,1979,469.5
Italy,106,Gross Domestic Product (GDP),4112,1982,4.26E+11
Italy,106,Long-term average annual precipitation in volume,4150,1982,250.7
Italy,106,National Rainfall Index (NRI),4472,1980,889
Jamaica,109,Gross Domestic Product (GDP),4112,1982,3.29E+09
Jamaica,109,Long-term average annual precipitation in volume,4150,1982,22.54
Jamaica,109,National Rainfall Index (NRI),4472,1978,1378
Japan,110,Gross Domestic Product (GDP),4112,1982,1.12E+12
Japan,110,"Agriculture, value added (% GDP)",4113,1982,2.875
Japan,110,Long-term average annual precipitation in volume,4150,1982,630.2
Japan,110,National Rainfall Index (NRI),4472,1981,1593
Jordan,112,Gross Domestic Product (GDP),4112,1982,4.68E+09
Jordan,112,"Agriculture, value added (% GDP)",4113,1982,6.165
Jordan,112,Long-term average annual precipitation in volume,4150,1982,9.855
Jordan,112,National Rainfall Index (NRI),4472,1982,278.5
Kenya,114,Gross Domestic Product (GDP),4112,1982,6.43E+09
Kenya,114,"Agriculture, value added (% GDP)",4113,1982,33.36
Kenya,114,Long-term average annual precipitation in volume,4150,1982,365.6
Kenya,114,National Rainfall Index (NRI),4472,1982,976.7
Kiribati,83,Gross Domestic Product (GDP),4112,1982,2.97E+07
Kiribati,83,"Agriculture, value added (% GDP)",4113,1982,26.22
Kuwait,118,Gross Domestic Product (GDP),4112,1982,2.16E+10
Kuwait,118,Long-term average annual precipitation in volume,4150,1982,2.156
Kuwait,118,National Rainfall Index (NRI),4472,1979,108
Lao People's Democratic Republic,120,Long-term average annual precipitation in volume,4150,1982,434.3
Lao People's Democratic Republic,120,National Rainfall Index (NRI),4472,1980,1796
Lebanon,121,Long-term average annual precipitation in volume,4150,1982,6.907
Lebanon,121,National Rainfall Index (NRI),4472,1981,733.1
Lesotho,122,Gross Domestic Product (GDP),4112,1982,3.27E+08
Lesotho,122,"Agriculture, value added (% GDP)",4113,1982,24.8
Lesotho,122,Long-term average annual precipitation in volume,4150,1982,23.92
Lesotho,122,National Rainfall Index (NRI),4472,1980,687.2
Liberia,123,Gross Domestic Product (GDP),4112,1982,8.64E+08
Liberia,123,Long-term average annual precipitation in volume,4150,1982,266.3
Liberia,123,National Rainfall Index (NRI),4472,1982,2190
Libya,124,Gross Domestic Product (GDP),4112,1982,2.93E+10
Libya,124,Long-term average annual precipitation in volume,4150,1982,98.53
Libya,124,National Rainfall Index (NRI),4472,1979,196.1
Liechtenstein,125,Gross Domestic Product (GDP),4112,1982,5.22E+08
Luxembourg,256,Gross Domestic Product (GDP),4112,1982,4.81E+09
Luxembourg,256,Long-term average annual precipitation in volume,4150,1982,2.415
Madagascar,129,Gross Domestic Product (GDP),4112,1982,3.53E+09
Madagascar,129,"Agriculture, value added (% GDP)",4113,1982,34.23
Madagascar,129,Long-term average annual precipitation in volume,4150,1982,888.2
Madagascar,129,National Rainfall Index (NRI),4472,1981,1721
Malawi,130,Gross Domestic Product (GDP),4112,1982,1.18E+09
Malawi,130,"Agriculture, value added (% GDP)",4113,1982,41.06
Malawi,130,Long-term average annual precipitation in volume,4150,1982,139.9
Malawi,130,National Rainfall Index (NRI),4472,1980,1234
Malaysia,131,Gross Domestic Product (GDP),4112,1982,2.68E+10
Malaysia,131,"Agriculture, value added (% GDP)",4113,1982,21.5
Malaysia,131,Long-term average annual precipitation in volume,4150,1982,951
Malaysia,131,National Rainfall Index (NRI),4472,1981,2950
Maldives,132,Gross Domestic Product (GDP),4112,1982,4.79E+07
Maldives,132,Long-term average annual precipitation in volume,4150,1982,0.5916
Mali,133,Gross Domestic Product (GDP),4112,1982,1.33E+09
Mali,133,"Agriculture, value added (% GDP)",4113,1982,40.4
Mali,133,Long-term average annual precipitation in volume,4150,1982,349.7
Mali,133,National Rainfall Index (NRI),4472,1981,627.8
Malta,134,Gross Domestic Product (GDP),4112,1982,1.23E+09
Malta,134,"Agriculture, value added (% GDP)",4113,1982,3.877
Malta,134,Long-term average annual precipitation in volume,4150,1982,0.1792
Marshall Islands,127,Gross Domestic Product (GDP),4112,1982,3.49E+07
Mauritania,136,Gross Domestic Product (GDP),4112,1982,7.50E+08
Mauritania,136,"Agriculture, value added (% GDP)",4113,1982,33.12
Mauritania,136,Long-term average annual precipitation in volume,4150,1982,94.82
Mauritania,136,National Rainfall Index (NRI),4472,1979,173.5
Mauritius,137,Gross Domestic Product (GDP),4112,1982,1.08E+09
Mauritius,137,"Agriculture, value added (% GDP)",4113,1982,16.21
Mauritius,137,Long-term average annual precipitation in volume,4150,1982,4.164
Mexico,138,Gross Domestic Product (GDP),4112,1982,1.74E+11
Mexico,138,"Agriculture, value added (% GDP)",4113,1982,8.143
Mexico,138,Long-term average annual precipitation in volume,4150,1982,1489
Mexico,138,National Rainfall Index (NRI),4472,1980,1161
Monaco,140,Gross Domestic Product (GDP),4112,1982,1.14E+09
Mongolia,141,Gross Domestic Product (GDP),4112,1982,2.55E+09
Mongolia,141,"Agriculture, value added (% GDP)",4113,1982,18.04
Mongolia,141,Long-term average annual precipitation in volume,4150,1982,377
Mongolia,141,National Rainfall Index (NRI),4472,1981,197.2
Morocco,143,Gross Domestic Product (GDP),4112,1982,1.77E+10
Morocco,143,"Agriculture, value added (% GDP)",4113,1982,14.25
Morocco,143,Long-term average annual precipitation in volume,4150,1982,154.5
Morocco,143,National Rainfall Index (NRI),4472,1982,346.7
Mozambique,144,Gross Domestic Product (GDP),4112,1982,3.62E+09
Mozambique,144,"Agriculture, value added (% GDP)",4113,1982,33.8
Mozambique,144,Long-term average annual precipitation in volume,4150,1982,825
Mozambique,144,National Rainfall Index (NRI),4472,1981,1046
Myanmar,28,"Agriculture, value added (% GDP)",4113,1982,47.68
Myanmar,28,Long-term average annual precipitation in volume,4150,1982,1415
Myanmar,28,National Rainfall Index (NRI),4472,1982,2426
Namibia,147,Gross Domestic Product (GDP),4112,1982,2.13E+09
Namibia,147,"Agriculture, value added (% GDP)",4113,1982,8.797
Namibia,147,Long-term average annual precipitation in volume,4150,1982,234.9
Namibia,147,National Rainfall Index (NRI),4472,1979,344.9
Nepal,149,Gross Domestic Product (GDP),4112,1982,2.40E+09
Nepal,149,"Agriculture, value added (% GDP)",4113,1982,61.01
Nepal,149,Long-term average annual precipitation in volume,4150,1982,220.8
Nepal,149,National Rainfall Index (NRI),4472,1980,1659
Netherlands,150,Gross Domestic Product (GDP),4112,1982,1.56E+11
Netherlands,150,"Agriculture, value added (% GDP)",4113,1982,4.237
Netherlands,150,Long-term average annual precipitation in volume,4150,1982,32.31
Netherlands,150,National Rainfall Index (NRI),4472,1979,847.1
New Zealand,156,Gross Domestic Product (GDP),4112,1982,2.42E+10
New Zealand,156,"Agriculture, value added (% GDP)",4113,1982,7.27
New Zealand,156,Long-term average annual precipitation in volume,4150,1982,463.7
New Zealand,156,National Rainfall Index (NRI),4472,1981,1299
Nicaragua,157,Gross Domestic Product (GDP),4112,1982,2.45E+09
Nicaragua,157,Long-term average annual precipitation in volume,4150,1982,297.2
Nicaragua,157,National Rainfall Index (NRI),4472,1981,2761
Niger,158,Gross Domestic Product (GDP),4112,1982,2.02E+09
Niger,158,"Agriculture, value added (% GDP)",4113,1982,44.3
Niger,158,Long-term average annual precipitation in volume,4150,1982,191.3
Niger,158,National Rainfall Index (NRI),4472,1979,327.7
Nigeria,159,Gross Domestic Product (GDP),4112,1982,5.14E+10
Nigeria,159,"Agriculture, value added (% GDP)",4113,1982,32.41
Nigeria,159,Long-term average annual precipitation in volume,4150,1982,1062
Nigeria,159,National Rainfall Index (NRI),4472,1979,1411
Norway,162,Gross Domestic Product (GDP),4112,1982,6.26E+10
Norway,162,"Agriculture, value added (% GDP)",4113,1982,3.838
Norway,162,Long-term average annual precipitation in volume,4150,1982,544.6
Norway,162,National Rainfall Index (NRI),4472,1981,1284
Occupied Palestinian Territory,299,Long-term average annual precipitation in volume,4150,1982,2.42
Oman,221,Gross Domestic Product (GDP),4112,1982,7.55E+09
Oman,221,"Agriculture, value added (% GDP)",4113,1982,2.533
Oman,221,Long-term average annual precipitation in volume,4150,1982,38.69
Oman,221,National Rainfall Index (NRI),4472,1978,33.46
Pakistan,165,Gross Domestic Product (GDP),4112,1982,3.07E+10
Pakistan,165,"Agriculture, value added (% GDP)",4113,1982,31.56
Pakistan,165,Long-term average annual precipitation in volume,4150,1982,393.3
Pakistan,165,National Rainfall Index (NRI),4472,1979,540
Panama,166,Gross Domestic Product (GDP),4112,1982,5.04E+09
Panama,166,"Agriculture, value added (% GDP)",4113,1982,7.302
Panama,166,Long-term average annual precipitation in volume,4150,1982,220.8
Panama,166,National Rainfall Index (NRI),4472,1979,2396
Papua New Guinea,168,Gross Domestic Product (GDP),4112,1982,2.37E+09
Papua New Guinea,168,"Agriculture, value added (% GDP)",4113,1982,35.13
Papua New Guinea,168,Long-term average annual precipitation in volume,4150,1982,1454
Papua New Guinea,168,National Rainfall Index (NRI),4472,1979,3214
Paraguay,169,Gross Domestic Product (GDP),4112,1982,5.07E+09
Paraguay,169,Long-term average annual precipitation in volume,4150,1982,459.6
Paraguay,169,National Rainfall Index (NRI),4472,1981,1177
Peru,170,Gross Domestic Product (GDP),4112,1982,2.12E+10
Peru,170,"Agriculture, value added (% GDP)",4113,1979,11.68
Peru,170,Long-term average annual precipitation in volume,4150,1982,2234
Peru,170,National Rainfall Index (NRI),4472,1978,2353
Philippines,171,Gross Domestic Product (GDP),4112,1982,3.71E+10
Philippines,171,"Agriculture, value added (% GDP)",4113,1982,23.35
Philippines,171,Long-term average annual precipitation in volume,4150,1982,704.4
Philippines,171,National Rainfall Index (NRI),4472,1981,2143
Poland,173,Long-term average annual precipitation in volume,4150,1982,187.6
Poland,173,National Rainfall Index (NRI),4472,1978,614.3
Portugal,174,Gross Domestic Product (GDP),4112,1982,3.05E+10
Portugal,174,Long-term average annual precipitation in volume,4150,1982,78.67
Portugal,174,National Rainfall Index (NRI),4472,1981,820.8
Puerto Rico,177,Gross Domestic Product (GDP),4112,1982,1.68E+10
Puerto Rico,177,"Agriculture, value added (% GDP)",4113,1982,3.205
Puerto Rico,177,Long-term average annual precipitation in volume,4150,1982,18.22
Puerto Rico,177,National Rainfall Index (NRI),4472,1978,1711
Qatar,179,Gross Domestic Product (GDP),4112,1982,7.60E+09
Qatar,179,Long-term average annual precipitation in volume,4150,1982,0.8591
Qatar,179,National Rainfall Index (NRI),4472,1980,36
Republic of Korea,117,Gross Domestic Product (GDP),4112,1982,8.16E+10
Republic of Korea,117,"Agriculture, value added (% GDP)",4113,1982,14.76
Republic of Korea,117,Long-term average annual precipitation in volume,4150,1982,126.5
Romania,183,"Agriculture, value added (% GDP)",4113,1982,19.93
Romania,183,Long-term average annual precipitation in volume,4150,1982,151.9
Romania,183,National Rainfall Index (NRI),4472,1978,725.1
Rwanda,184,Gross Domestic Product (GDP),4112,1982,1.41E+09
Rwanda,184,"Agriculture, value added (% GDP)",4113,1982,39.78
Rwanda,184,Long-term average annual precipitation in volume,4150,1982,31.92
Rwanda,184,National Rainfall Index (NRI),4472,1981,1006
Saint Kitts and Nevis,188,Gross Domestic Product (GDP),4112,1982,8.44E+07
Saint Kitts and Nevis,188,"Agriculture, value added (% GDP)",4113,1982,9.131
Saint Kitts and Nevis,188,Long-term average annual precipitation in volume,4150,1982,0.371
Saint Lucia,189,Gross Domestic Product (GDP),4112,1982,1.44E+08
Saint Lucia,189,"Agriculture, value added (% GDP)",4113,1982,13.93
